robot,method,uid,family,site_id,repeats,completion,deadline_completion,total_latency_ns,frame_success,acceleration_rms,successful_prefix
panda,pink_qp,1dec5a6acc79ceadb4ebd7ba3aa74faa30e6d2a850fe0fcfc8c37f6568b1a2a3,high_curvature,trajectory_127,3,1.0,1.0,148847016.33333334,1.0,6.02102225484811,150.0
panda,pink_qp,1e6df7d7a97068128c87d603d3c0e9f668d12f42bd3ad7bb6844038e1d000f49,near_singular,trajectory_056,3,0.0,0.0,135193762.33333334,0.66,6.695871523985109,99.0
panda,pink_qp,1ea0a808ba7693c99b08e547a054e536a85f836775c00d3ed9898d53321ca266,smooth,trajectory_028,3,1.0,1.0,138229021.0,1.0,0.5542232534085817,150.0
panda,pink_qp,237fa3357fbe3d06a7b83c1b4d0365e8a361eb6c1d1814dbae706836b5bfb2ce,joint_limit_return,trajectory_113,3,1.0,1.0,147864314.0,1.0,0.8104326926790802,150.0
panda,pink_qp,27c86cc0a672e7ca289d7e168325677711ec7e91facd0395bd5e092387fad4f4,smooth,trajectory_038,3,1.0,1.0,148133535.33333334,1.0,0.8574335795828874,150.0
panda,pink_qp,29a3f6ef1b19352cfb9831f4fe8e2d53991595953116f2431868cb12d34e80bf,high_curvature,trajectory_151,3,1.0,1.0,134368446.66666666,1.0,5.679238687003938,150.0
panda,pink_qp,2a10217792feb2c6e8a32bc9be45b6711415582d2d65586302aaa5860acc9b32,joint_limit_return,trajectory_105,3,1.0,1.0,150695860.66666666,1.0,10.039273651018593,150.0
panda,pink_qp,2cd27cc14429c5bb9961620d46292e849640359e5072de88384099e723596b3b,high_curvature,trajectory_146,3,1.0,1.0,145009660.0,1.0,7.141559825038359,150.0
panda,pink_qp,2de001c20f2661d2eff3deefba47cc19b1426ff5273ca877feab77b0702a34e3,high_curvature,trajectory_135,3,1.0,1.0,150604922.0,1.0,7.770197597552844,150.0
panda,pink_qp,2e9f7ef4bb4fbdc88f8581fc058a669a339276f9db5b4987a20be41acbf962af,high_curvature,trajectory_126,3,0.0,0.0,131714712.66666667,0.6066666666666667,7.102870292778685,91.0
panda,pink_qp,312baf3e2d2b6b13442dfbc9f1a91a6cd7bcec51667a7b9eb7693b59856ac365,joint_limit_return,trajectory_116,3,1.0,1.0,111472353.66666667,1.0,0.5879157144752555,150.0
panda,pink_qp,3175105088a2ea7a79edcde8bb9ea0ed512b9b6b3222beeb2342401af88bb389,high_curvature,trajectory_140,3,1.0,1.0,170256899.0,1.0,7.375300783395018,150.0
panda,pink_qp,3248dc23a4aa12b9dc7e39d0d5346d0ef2270be722bf5961d5c5f736dd88bfcc,smooth,trajectory_010,3,1.0,1.0,151199309.66666666,1.0,1.0228093935693183,150.0
panda,pink_qp,32ab3887d7825b280c6bf3918b479dbeef5eb758062588da83ea9937955d19d2,high_curvature,trajectory_145,3,1.0,1.0,140781213.33333334,1.0,6.3460509309835205,150.0
panda,pink_qp,32b81d51ae6fd562afb0aa7e3767f6b3f58bd3a2b885a6ea450cc98383e50b1d,joint_limit_return,trajectory_115,3,1.0,1.0,147762106.0,1.0,1.0142492023553127,150.0
panda,pink_qp,3420bfde4a0fb08a7d93b107e4b8f0dcff0388d37c97df4df7e6d63bc48c2151,joint_limit_return,trajectory_087,3,1.0,1.0,148010086.0,1.0,1.1087170818574879,150.0
panda,pink_qp,366389682e3e8bf025f25394f9bfd07e17264eab42f95422f126e8422ab8c2cc,smooth,trajectory_025,3,1.0,1.0,149283931.66666666,1.0,1.022081361977184,150.0
panda,pink_qp,367f1baec203a4ae08849509f9426baeda64e8ae57fb00c78716b03927eff0ba,smooth,trajectory_032,3,1.0,1.0,139534747.0,1.0,0.6514841200458367,150.0
panda,pink_qp,39418c26c7c0ee7720f0a16e2b5930a336a74379ed31dd975416d5d9ab5766b1,near_singular,trajectory_069,3,1.0,1.0,139208896.0,1.0,9.557635593600905,150.0
panda,pink_qp,39db9e21b7437b9c1d0091ef2a3aabbd08543d9a7e7b1cf2cbb9cebd5e88d8e3,smooth,trajectory_037,3,1.0,1.0,150655508.66666666,1.0,0.9276445365484761,150.0
panda,pink_qp,3a59b93a4c9e9c6b108b10e05344815f47411a6ce98c5ae4e2ed358ddc1d7440,joint_limit_return,trajectory_109,3,0.0,0.0,152206117.33333334,0.9866666666666667,12.384912280188646,69.0
panda,pink_qp,3b1c31e411ac6d014c0cba23d0c07be341aaec10cd7aadf586bb9fa3b4f47768,smooth,trajectory_011,3,1.0,1.0,144250406.33333334,1.0,2.7703127781016277,150.0
panda,pink_qp,3cc83c847094c062d9a1677d819e0323896e630be7a2918f43397133c151e1ec,smooth,trajectory_017,3,1.0,1.0,145124725.0,1.0,0.8560351654830046,150.0
panda,pink_qp,3d9860380251b55343a936ce0ba8b1f5348fe374983de15e16235a13e53cf704,smooth,trajectory_003,3,1.0,1.0,145713439.66666666,1.0,0.6673522194990632,150.0
panda,pink_qp,3e415f820d053f2d414a09831137a936dfa8fffec0e1ebb8457c8d2055627c90,high_curvature,trajectory_154,3,1.0,1.0,131914197.0,1.0,7.291206718839066,150.0
panda,pink_qp,42cf116720f75d6fad1700cdcdf43c62d73a67ece9c9450f48aed630d0fe0b22,smooth,trajectory_014,3,1.0,1.0,120796924.66666667,1.0,0.7158731627607118,150.0
panda,pink_qp,44780d25bceacad472afc451e0aa3b81359116b7b988792dace49116d842955a,high_curvature,trajectory_139,3,1.0,1.0,126394948.0,1.0,6.907010366662548,150.0
panda,pink_qp,4560ce06cdb032d006dfd81e869438fc013004a708606761affafddac71844ba,smooth,trajectory_034,3,1.0,1.0,148225076.0,1.0,0.7249894071610355,150.0
panda,pink_qp,4588e0448a7051a3cca903c21654de3352717cf1f1ea512d4688a78fdfe7488c,near_singular,trajectory_055,3,1.0,1.0,138167900.33333334,1.0,16.92990204282947,150.0
panda,pink_qp,45b0f4687b5986b23497d7ff1f5dc551d097cd684f87b9cd87c44d76c37e40b8,joint_limit_return,trajectory_088,3,1.0,1.0,151146775.0,1.0,1.772588467920911,150.0
panda,pink_qp,479acbcb94748d65126d5afb88aa88d3c2356d029199485ebdb36946117ccfaf,smooth,trajectory_007,3,1.0,1.0,133251149.0,1.0,0.9489269663950505,150.0
panda,pink_qp,47ae8f807e48c4c002530f6da0fb351b873959f64a26b5a550694c685ae73c4a,near_singular,trajectory_057,3,1.0,1.0,141622118.66666666,1.0,7.810194883155898,150.0
panda,pink_qp,480587c598ca589e82de0deeb2ce9a0e3addfeae1cad8d4b5250a048cf275b3d,near_singular,trajectory_041,3,1.0,1.0,129354375.33333333,1.0,2.24625549062721,150.0
panda,pink_qp,49a1edd5201a14cde7f8a9bbd2c4de7814b5dff477df1c6ed6df571c6cfa3e5d,smooth,trajectory_029,3,1.0,1.0,146979126.33333334,1.0,1.0550080440255594,150.0
panda,pink_qp,4b11ed64f31d9ba64758d060a1591e0d395d58a23b7e1e258546c85cd3c09b33,near_singular,trajectory_068,3,1.0,1.0,141156832.66666666,1.0,0.416166375661946,150.0
panda,pink_qp,4b685f766c2aaa86bbe0149755113dc5f973ef6e7a20b143520733e773f45186,joint_limit_return,trajectory_090,3,1.0,1.0,143457689.33333334,1.0,0.9986903781615516,150.0
panda,pink_qp,4c6f3e4c4938f1d045ad81cc0b00279c7e4deeb0090877a2457fc71d699e5669,smooth,trajectory_015,3,1.0,1.0,149966358.33333334,1.0,0.7950960060932267,150.0
panda,pink_qp,4d8dfd105e6967177e92702e792e3fcfeb8cab41c72b787e436a4b5f2cbf4cef,smooth,trajectory_008,3,1.0,1.0,143749146.33333334,1.0,0.6374692101714667,150.0
panda,pink_qp,4e1843759088f4a5ab2eb9d0488ded425922f491cc72a77a168a168496703da9,joint_limit_return,trajectory_084,3,1.0,1.0,148908042.33333334,1.0,0.78854401604611,150.0
panda,pink_qp,4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da,high_curvature,trajectory_120,3,0.0,0.0,125567430.0,0.4066666666666667,15.156121421762757,52.0
panda,pink_qp,4f748698c3c2c641dfd36bbbeddb6bf166b308236fd594b727a9a25f58549651,high_curvature,trajectory_158,3,1.0,1.0,128267855.66666667,1.0,5.403258046530575,150.0
panda,pink_qp,52bfa11a7beed01ba2979eed87aff5a6d1878b46392075e49e79297e367f7fa5,smooth,trajectory_005,3,1.0,1.0,141733046.33333334,1.0,0.5947124186672699,150.0
panda,pink_qp,56e3826cb8c9c1d2669f86c094648f3a15468966904942f865b6138ae1a34089,high_curvature,trajectory_156,3,1.0,1.0,148164076.0,1.0,5.37381014175433,150.0
panda,pink_qp,5901f315f2447757c1867df962600c1d912c87fe3cb9d65589d6081769488442,high_curvature,trajectory_130,3,1.0,1.0,146999865.66666666,1.0,7.167955983667479,150.0
panda,pink_qp,59fb6a8924934a79c09136da28b7a3ff8bbd61498838a8128a1bd053a2a3f32d,near_singular,trajectory_065,3,1.0,1.0,118806425.66666667,1.0,0.5714582624148669,150.0
panda,pink_qp,5bdcc2d8aebc7b7d2e138df541304b09eb972c06a781fbf126b84888026ce734,smooth,trajectory_026,3,1.0,1.0,149215102.0,1.0,0.8033194543964314,150.0
panda,pink_qp,5c3485c9a41783628ed9200eabb9c7aa756b2d1838f092b31a88491623ae52e2,high_curvature,trajectory_124,3,1.0,1.0,138261274.66666666,1.0,6.626482132787911,150.0
panda,pink_qp,5dac1d49889fe9e09b4c32f417b1bf4ee86389af5d20fc3823371a7ee2bba187,joint_limit_return,trajectory_103,3,1.0,1.0,146245290.0,1.0,0.5813112067413153,150.0
panda,pink_qp,617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f,near_singular,trajectory_042,3,1.0,1.0,140415528.66666666,1.0,18.392873469072555,150.0
panda,pink_qp,6292d6a262da269233959d5b381d94998db141290bc3e30dd2208b51a11c8100,joint_limit_return,trajectory_092,3,0.0,0.0,141991706.0,0.9866666666666667,9.630271856521368,81.0
panda,pink_qp,6586e2c2aa7b28f704b4e4da538ca71d7f5b6ecb11bdc8906e682eca50fbbad1,joint_limit_return,trajectory_107,3,1.0,1.0,145160339.0,1.0,0.5339166787510427,150.0
panda,pink_qp,68eda3224034b5683d377b5d7cddd0db39a9c6a0fc30def562c3282bdf4cfda6,smooth,trajectory_023,3,1.0,1.0,141771724.33333334,1.0,1.9895228138201555,150.0
panda,pink_qp,6a1c3a555eddf23620d15ee7cb9500f45bbd54b6f5f7d61f9643b9d310581150,joint_limit_return,trajectory_102,3,1.0,1.0,138778885.0,1.0,0.8171868810860339,150.0
panda,pink_qp,6b0966e51c74ee179bda979ce90c28e13df86983752592ccef75cfedcedb1271,high_curvature,trajectory_147,3,1.0,1.0,146536114.0,1.0,6.267732444364756,150.0
panda,pink_qp,6b2979d02b4c234eab22bfc97da014daf8f5b7c94a6d47eaee20dd8705a29e94,smooth,trajectory_036,3,1.0,1.0,146797661.66666666,1.0,0.8370580165158965,150.0
panda,pink_qp,6f45a8b6059397bd23d369002df06b9d4a367c8e87cafa78af25eef62d2ba906,smooth,trajectory_020,3,1.0,1.0,140754787.66666666,1.0,0.5935207623955677,150.0
panda,pink_qp,700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062,high_curvature,trajectory_144,3,0.0,0.0,123164848.33333333,0.32,8.847320216407919,48.0
panda,pink_qp,710b8798d1f34818e642157f92c158183934342acbc1f8f054abdb7080c71569,high_curvature,trajectory_143,3,1.0,1.0,144653946.0,1.0,7.707995011572624,150.0
panda,pink_qp,75d52c890b861cdb7f9862279ecbe3d5318b78f4d93cd28cc30414ef5493341c,smooth,trajectory_035,3,1.0,1.0,126096594.66666667,1.0,0.6157901167178743,150.0
panda,pink_qp,76014196d575d651386f649f98c4d3dd7f03787edbfd42b80122072d25c83bba,near_singular,trajectory_066,3,1.0,1.0,146078383.0,1.0,0.6053462908267135,150.0
panda,pink_qp,76723c8484a05a7bc2bff4047708ad396e6759dff58cd347e4b36eeb1bdedfd0,joint_limit_return,trajectory_111,3,1.0,1.0,114441697.66666667,1.0,0.7122340712229627,150.0
panda,pink_qp,79076cd9aa84b436fcbb836548e693b733aa35a2d7be5ccd28163e80bd3fcb82,near_singular,trajectory_046,3,1.0,1.0,123926396.33333333,1.0,18.588415241757605,150.0
panda,pink_qp,79a9d8a888407eb550cf8684661f49bc7ef7579e670e95b79b09ae9c996b9b0d,smooth,trajectory_019,3,1.0,1.0,153080695.66666666,1.0,1.5163193234032686,150.0
panda,pink_qp,79b541a168d9d17d398c8098d305be992824956b558db5da00571e9427e38c44,near_singular,trajectory_077,3,1.0,1.0,121578432.66666667,1.0,0.4511424134775572,150.0
panda,pink_qp,7a4b0e446427145d85dd1b448c80c4b2902f9595f8588456fecd4093f299a8df,joint_limit_return,trajectory_117,3,1.0,1.0,132785971.0,1.0,0.7573143999376827,150.0
panda,pink_qp,7c4f7297f4e3c51c94bbff33f1f6fea524a7aeb44e815849ac855cd47cb12778,near_singular,trajectory_047,3,1.0,1.0,124456460.66666667,1.0,0.4070536713970123,150.0
panda,pink_qp,8159f4b8a9c566ba4d2d648b7a0ce5497eff71c08df175337922b21578479645,high_curvature,trajectory_157,3,1.0,1.0,118657635.0,1.0,5.730369695049745,150.0
panda,pink_qp,84f83b0ba1930b447be1abf5134e2558f2120f5657126a3a00b788b94429902d,high_curvature,trajectory_141,3,1.0,1.0,117712943.66666667,1.0,6.299887118206065,150.0
panda,pink_qp,883e06904863f75da01f0a8b29601d8d6c4e5e3d4391b559c9a576779b153be2,near_singular,trajectory_063,3,1.0,1.0,137695207.33333334,1.0,1.8949257368950898,150.0
panda,pink_qp,891914e1ae3556ab6b0945f9863bdec1840dd5a264e93c627a51b7581f16dfe8,high_curvature,trajectory_134,3,1.0,1.0,149545523.0,1.0,8.591056098146886,150.0
panda,pink_qp,8bebd193c402f03b5f2bdcd9ccfa7c6ea00cd4821f9b4165aa9533694979e773,joint_limit_return,trajectory_106,3,1.0,1.0,148417734.0,1.0,0.7761865707151525,150.0
panda,pink_qp,8eb0376749a7bcb5bb763b8809e852eb2830de76762dcdd0f2ef9dcf64a3ccec,high_curvature,trajectory_152,3,1.0,1.0,102442403.66666667,1.0,7.99022950025784,150.0
panda,pink_qp,91dba0fb58c14a6382c14e9d6f796faac1dae38265d099f7bf09cdb6e2f2f8cc,smooth,trajectory_018,3,1.0,1.0,139202852.33333334,1.0,0.921734252307639,150.0
panda,pink_qp,9289844cd619fe3c022d910841ace12e165e07777f181c72cc2a1aec1da2e3fb,high_curvature,trajectory_131,3,1.0,1.0,150188796.33333334,1.0,9.895189020373323,150.0
panda,pink_qp,92b622165930ed028b13c8c2a3d6133c389f1a260daf0561cfcff77a8d9f844b,near_singular,trajectory_044,3,1.0,1.0,143852583.33333334,1.0,20.69044897762374,150.0
panda,pink_qp,9408a6fe715e7be47720924bb6ceeff40609fd34a88003747eb1e71abe1a9a2f,high_curvature,trajectory_137,3,1.0,1.0,150872498.33333334,1.0,9.225206182291782,150.0
panda,pink_qp,941208ad496f124a01969cbcd5952f3d62d67fd41b608983f17a9968782c4827,high_curvature,trajectory_149,3,1.0,1.0,144852407.66666666,1.0,23.570186001717403,150.0
panda,pink_qp,95f75106b91876cd6f738407fc0ef5a94df2060332a02c67ac9ea3733c714ed4,smooth,trajectory_000,3,1.0,1.0,149529673.0,1.0,0.8807213874027661,150.0
panda,pink_qp,969ba5d44c0c1d23ec4d7872e24f6fb53691d315f926ddf3bba5bf77a876acba,near_singular,trajectory_071,3,0.0,0.0,134468217.33333334,0.6533333333333333,7.656071546153233,98.0
panda,pink_qp,98a64163a7bd63a545af06f06534fbce4eb6002995e513221ad2614b1706b9ad,smooth,trajectory_002,3,1.0,1.0,146098277.0,1.0,0.554886972207812,150.0
panda,pink_qp,98a8aab5c8e29361ccafa7a573c6c335bc3b5a38f2b5ffb7af6a8d682c72f8b5,joint_limit_return,trajectory_119,3,1.0,1.0,136663850.0,1.0,0.6122990172516278,150.0
panda,pink_qp,98aff3582a84a6146748002550a34794014c19c6a94d633ebdfdfefa61217699,joint_limit_return,trajectory_096,3,1.0,1.0,150119056.0,1.0,0.808523047023488,150.0
panda,pink_qp,9e7027908956f6feea8630c453988b56b38fb5654bc6494312db6fec4fe6e93e,near_singular,trajectory_048,3,1.0,1.0,141536257.33333334,1.0,2.815599681239105,150.0
panda,pink_qp,a05d83f7ddfc14a4cdfa84454006e4d9e5ee9dcf7c2bedac15fd258bf8c34136,joint_limit_return,trajectory_081,3,1.0,1.0,150138622.66666666,1.0,0.9267659826570435,150.0
panda,pink_qp,a1b85e534d2e0cdb72790b6734610df5aa37117f3174bde1e7216baec8456552,smooth,trajectory_004,3,1.0,1.0,149962539.66666666,1.0,0.7655765077482645,150.0
panda,pink_qp,a32f076fd84a50b0746febbd023dfac09cce4d08b2e19b8eee9393caa4f35a24,near_singular,trajectory_061,3,1.0,1.0,133609482.0,1.0,18.408150682223898,150.0
panda,pink_qp,a41fa9fd32eb51775be76cb69ed2f1a90c7db2fa4635519af5f36aa1f9882715,joint_limit_return,trajectory_099,3,1.0,1.0,149777913.0,1.0,2.0013930279650727,150.0
panda,pink_qp,a4757ca54027f468f26f705c836838ae45f57658e775c4c60a7395323f3fb346,near_singular,trajectory_076,3,1.0,1.0,146614938.66666666,1.0,4.49563705441016,150.0
panda,pink_qp,a614e3a4c0b7636e17bf50037f1bf43f2ef3b76be9053ce9be5e9d2970b350aa,smooth,trajectory_001,3,1.0,1.0,147575675.0,1.0,1.0648500849020917,150.0
panda,pink_qp,a9445fc6e5fb718c951f64a65114eec0d3b485d66e12c4a1e5e95a92991dc00b,joint_limit_return,trajectory_108,3,1.0,1.0,143934728.33333334,1.0,0.7077284971626888,150.0
panda,pink_qp,a9dad4d05a0465b0a7d0f6adc718d5b33d1adc460d8d23ca364b0b32c99a5f43,high_curvature,trajectory_150,3,1.0,1.0,150947098.0,1.0,5.479763537140112,150.0
panda,pink_qp,aa8b9f192ff1868146667d1b686b24bea6114cf01c1f8c722b16e84737da2ba0,joint_limit_return,trajectory_083,3,1.0,1.0,144914399.33333334,1.0,7.9782224542901865,150.0
panda,pink_qp,abac8acf60716cc94ba74123dcb5312d1eb7a1b46c62a947ef2b73f2b84e5374,joint_limit_return,trajectory_093,3,1.0,1.0,140250906.0,1.0,0.7399559194994211,150.0
panda,pink_qp,ada02d8a4041f5f9598faabf38e8bb5f2ac9e20ffdbab433149955384b914051,smooth,trajectory_016,3,1.0,1.0,146312170.66666666,1.0,0.7905145041670733,150.0
panda,pink_qp,ae7db0483b9fa61d315d70e1d36b61f099764053013d7cd8b34f1591e5ef70bf,high_curvature,trajectory_148,3,1.0,1.0,150256401.66666666,1.0,9.801700946425834,150.0
panda,pink_qp,b2e4231b22fe2f97c2c16de3eabbd347cfea7ab68444a1afccbe3ac3079b4f48,near_singular,trajectory_060,3,1.0,1.0,110227485.0,1.0,0.28035158570275165,150.0
panda,pink_qp,b304104f37dfe87f52e47e4645deb21c8bb6b164549bb941929ab27ce08b714d,joint_limit_return,trajectory_085,3,1.0,1.0,99320357.0,1.0,0.6931808268719765,150.0
panda,pink_qp,b5d8e2eba24b1d515276c8684f15f9ab4e84e24bd2259b6c109d0288a3b2ed9e,high_curvature,trajectory_123,3,1.0,1.0,144980434.0,1.0,6.093723499517868,150.0
panda,pink_qp,b63ecbeba848a1d720ff4202885635161c6c2f8a7a27eff5b02409f1b4279172,near_singular,trajectory_079,3,1.0,1.0,118538592.66666667,1.0,1.043671853620896,150.0
panda,pink_qp,b69f62508019f8a84299bad37e9c92ab1b80bd4b127e8c5b60c969c257ff7cc6,near_singular,trajectory_073,3,1.0,1.0,136806793.33333334,1.0,0.31700657565804213,150.0
panda,pink_qp,b6b9be5e9dbb7e471bc7de18813d720f027151c79c5e2f6bc24083939afd3715,smooth,trajectory_033,3,1.0,1.0,112349123.66666667,1.0,0.5815291258178306,150.0
panda,pink_qp,b6cbd705da27715926d1834f38ee3634efd21ed62a05fe9f858bb938aa8ad66d,high_curvature,trajectory_142,3,1.0,1.0,146556484.66666666,1.0,5.869119386823297,150.0
panda,pink_qp,b789a3a68dd93679c394a021695368cd0e7f05fa2f0999fda29ea8cbc55bb1b5,joint_limit_return,trajectory_101,3,1.0,1.0,150930765.0,1.0,0.5758950849661592,150.0
panda,pink_qp,b7d9f59b33a2dda6c19ff77ca7e30b88fa3fe1ea9f416b1340aa4cb29a2d7580,near_singular,trajectory_064,3,1.0,1.0,138606840.0,1.0,47.22600307998121,150.0
panda,pink_qp,bb90da78357615fc1a654b326ac620375a16ab26042ef42f52b32bafb2663527,near_singular,trajectory_062,3,1.0,1.0,140524320.66666666,1.0,0.22622883794458082,150.0
panda,pink_qp,bd42c775f0f4134d408d51af225b1d03a8899405721c946646244bcbac33f42f,high_curvature,trajectory_138,3,1.0,1.0,134552591.33333334,1.0,6.708304476032555,150.0
panda,pink_qp,bdcd3ffd414ccd41a775496dcc9690aff30070fdb1d6d42ba00798b9b3fce457,near_singular,trajectory_070,3,1.0,1.0,133141346.66666667,1.0,0.40113684676678996,150.0
panda,pink_qp,bf6096f502134513e2313f50fbc04736f435a97794c75f88da9741bbf3b306f0,near_singular,trajectory_051,3,1.0,1.0,147563647.66666666,1.0,6.596326557424585,150.0
panda,pink_qp,c068c4a69ab7818dfd663ebe0bd5f26cb404ea2a0142fa63589d2368c63c96c2,smooth,trajectory_022,3,1.0,1.0,138380440.0,1.0,0.9600669051031302,150.0
panda,pink_qp,c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c,joint_limit_return,trajectory_094,3,0.0,0.0,114952547.66666667,0.35333333333333333,6.508638115079724,53.0
panda,pink_qp,c413c8e51512e31288411e26b66641b2d288db860038d5c93c92eaed0e5a4262,near_singular,trajectory_067,3,1.0,1.0,134412121.66666666,1.0,0.8823580092487907,150.0
panda,pink_qp,c6cfd91b767095758b663e0ee9d436d5e7a392ae0b0f544dc5c1085014080e48,high_curvature,trajectory_125,3,0.0,0.0,137454120.33333334,0.9533333333333335,10.506225474053466,143.0
panda,pink_qp,ca9cd0ec53e341e94f32ed243e8aa7157ceaccebe06c876d98959a6523575b0c,near_singular,trajectory_054,3,1.0,1.0,149107877.0,1.0,0.23841822414248562,150.0
panda,pink_qp,ce2ecca87ee582df7b70a4be4252ec5077978137e18a0facb8f7569fae9cde3b,smooth,trajectory_031,3,1.0,1.0,130084031.0,1.0,1.8145663473616385,150.0
panda,pink_qp,ceef73a7c61264683fe087a71b97581b2fa0b224028ef16c560b7751811a39bf,high_curvature,trajectory_133,3,1.0,1.0,149860957.33333334,1.0,6.444523832115503,150.0
panda,pink_qp,cf1ac8c4297fcd0132ef27f0d2fb9f45010d63c137bcd423126e4d2759aec7e2,smooth,trajectory_024,3,1.0,1.0,141731536.0,1.0,0.7271698271759769,150.0
panda,pink_qp,d18f14b16c53cbd1c1811adc5279f00e6745676ca71c477595565e5b21ad5248,near_singular,trajectory_072,3,1.0,1.0,148635002.0,1.0,2.699760573611871,150.0
panda,pink_qp,d1b6f99f9dd68c456e81713c3f5adafb553bd17ccdb5e0cb02ef57464d7180fc,near_singular,trajectory_059,3,1.0,1.0,146822620.66666666,1.0,2.6949181193820575,150.0
panda,pink_qp,d417c16e467b1bde55181c0022bd7193f19faed3ca6ba4f83228bdb2488af8d5,joint_limit_return,trajectory_112,3,1.0,1.0,149170136.33333334,1.0,0.6372641034019836,150.0
panda,pink_qp,d4ff5150093d260a061aa45d09215d38d3f65c8fc3ba45841188479b3784eac3,high_curvature,trajectory_155,3,1.0,1.0,146356427.33333334,1.0,5.716299841532354,150.0
panda,pink_qp,d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663,near_singular,trajectory_074,3,0.0,0.0,124356485.66666667,0.64,7.61279414205094,96.0
panda,pink_qp,d6a977914b0b3a11523a9e5e9bfe0aec9b82ee4dc4e9aaf198c39e1d12aa50ec,smooth,trajectory_006,3,1.0,1.0,149395147.33333334,1.0,1.6853420830713775,150.0
panda,pink_qp,d705eae3a57ea3fd8966a58397aa9782312a3f2db92812d3a60612d6281d7a69,joint_limit_return,trajectory_080,3,1.0,1.0,119120005.33333333,1.0,0.6975218634092815,150.0
panda,pink_qp,d7da3b52b00c623aa961e4db17e1e3c8b05d3c4295e5905a19047bd8a7f4482c,near_singular,trajectory_052,3,1.0,1.0,148234558.0,1.0,9.328940641966662,150.0
panda,pink_qp,d82047102c78a4602cd08dfad44002c7dce3cccfde940bd18afaf6875e44a5e5,joint_limit_return,trajectory_089,3,1.0,1.0,147220892.33333334,1.0,0.6353446344524412,150.0
panda,pink_qp,dadc09c8bbc4e0450405f77e51a38d5d8546bb051ad9cfc1e1398bcdd4f1d27a,near_singular,trajectory_058,3,1.0,1.0,140289957.0,1.0,0.635411993101299,150.0
panda,pink_qp,dd0122570b896479af2d5e319728e4940246870fb490724adba3c30f961e0e7e,smooth,trajectory_009,3,1.0,1.0,147968925.66666666,1.0,0.6735551865932204,150.0
panda,pink_qp,dd1303e9238be07b9c3435e99535065a7a9cce01608a84e607d928971719def4,joint_limit_return,trajectory_095,3,1.0,1.0,148226103.33333334,1.0,0.912340371006232,150.0
panda,pink_qp,dfaa894d22df9fd9a31cdd4ce8dd11840f0a3026b6833427c58aaa20620b9717,joint_limit_return,trajectory_097,3,1.0,1.0,138247847.33333334,1.0,0.9750133038296881,150.0
panda,pink_qp,e11c2109877d969d2296d7103ee1a32f1f66db688f9df04542727276616d2a40,joint_limit_return,trajectory_100,3,1.0,1.0,145898045.0,1.0,0.829970700251133,150.0
panda,pink_qp,e1f06a0cbe2bf8492fefa4cc723935b4aadc170e685425ed9329cc5dc9c746b5,smooth,trajectory_027,3,0.0,0.0,131254485.66666667,0.8866666666666667,5.59494247305999,133.0
panda,pink_qp,e3a30346944b79b0086c4cb983646ceebe15696d5c9bf69d7496404831b70e03,high_curvature,trajectory_136,3,1.0,1.0,144809636.0,1.0,5.225339438560985,150.0
panda,pink_qp,e40d3f082546ab1357a170ac5ff8c171de91eec0c12f3499c7b0a8b2e47ad61c,high_curvature,trajectory_128,3,1.0,1.0,149605382.66666666,1.0,5.6833213121935975,150.0
panda,pink_qp,e59c723f13ae5c53043b764f23592cb10b26f287cd78c271c7158aad043d0a2a,joint_limit_return,trajectory_114,3,1.0,1.0,132407575.33333333,1.0,3.638350334267813,150.0
panda,pink_qp,ea76edb7fffb2121617f45c85620b2acebff5380ee10e86c623c023a6640180d,high_curvature,trajectory_121,3,1.0,1.0,151163736.66666666,1.0,6.923797155473845,150.0
panda,pink_qp,eb8a219ef38c40148c14bd361d543fb02881dc6779e79ab9e201a7c3fdfcf201,near_singular,trajectory_040,3,1.0,1.0,131989802.66666667,1.0,0.2786413057699706,150.0
panda,pink_qp,f273e2cf840747e85e3dc4a774925882a9057bc0672355948aab35c0de41c7d8,near_singular,trajectory_050,3,1.0,1.0,148372513.0,1.0,2.17593419009143,150.0
panda,pink_qp,f39446bf3771ea811293302220c427a31e3e1c1e949786ced0d4215be0e0ad61,high_curvature,trajectory_132,3,1.0,1.0,146771161.33333334,1.0,6.204572101516159,150.0
panda,pink_qp,f6dd29d48efd585758ed6330f5475dca353eca61cef94f6b09e8a3a31bb9a2f3,joint_limit_return,trajectory_091,3,1.0,1.0,141622616.66666666,1.0,0.7535095332848698,150.0
panda,pink_qp,f9dcfa03596d8c86d5fc2d68c4ffb6f789a8b333d25a90867029dce43baae39a,near_singular,trajectory_075,3,1.0,1.0,106710801.33333333,1.0,0.19553699821959683,150.0
panda,pink_qp,fba0889c16a2e83db85f027c9f5a508183ca0b8504c97c510caf8090ad04ab36,high_curvature,trajectory_153,3,1.0,1.0,147118587.66666666,1.0,5.117768515257827,150.0
