input_id,site_id,uid,repeat,frame,previous_q,target_position,target_rotation,dt,query_hash,method,internal_ok,internal_status,native_return_code,iterations,solver_function_evaluations,finite,q,accepted,verification_reasons,position_error,orientation_error,total_latency_ns,conversion_ns,solve_ns,verification_ns,budget_ms,returned_within_5ms,returned_within_20ms,lower,upper,seed_q,velocity_utilization,nominal_velocity_utilization,velocity_utilization_per_joint,joint_limit_margin,failure_kind
case_01_matched_00,case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,4,34,"[-1.2805180546906596, -0.046115208821704945, -1.5383651558476965, -2.018725155764846, -1.084483256141565, 1.8627289380559986, -1.8362184064794362]","[-0.5471975663261858, -0.09866402058391988, 0.4683117341253371]","[[0.7172088051968888, -0.6246338896145834, -0.3089401781785716], [-0.1971336117523349, -0.6070862241544716, 0.7697952036479224], [-0.6683934985212907, -0.4912014051148704, -0.5585439201599511]]",0.02,5b7444ca14819f27d61144739d0b20dc90a95690a3bad7be6e5c123d51258cf5,trac_strict_5ms,False,native_no_solution,-3,,,True,"[-1.2805180546906596, -0.046115208821704945, -1.5383651558476965, -2.018725155764846, -1.084483256141565, 1.8627289380559986, -1.8362184064794362]",False,"['position_tolerance', 'orientation_tolerance']",0.006888483269981476,0.02235115726424382,5286183,20787,5055293,209241,5,False,True,"[-1.3241180546906595, -0.08971520882170493, -1.5819651558476964, -2.0623251557648454, -1.1367832561415647, 1.8104289380559988, -1.888518406479436]","[-1.2369180546906597, -0.0025152088217049455, -1.4947651558476966, -1.975125155764846, -1.0321832561415651, 1.9150289380559984, -1.7839184064794364]","[-1.2805180546906596, -0.046115208821704945, -1.5383651558476965, -2.018725155764846, -1.084483256141565, 1.8627289380559986, -1.8362184064794362]",0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0530748442351543,internal_nonconvergence+position_tolerance+orientation_tolerance
case_01_candidate_00,case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,0,34,"[-1.2914180546906595, -0.037589982794440834, -1.5313244762610967, -2.019454763082975, -1.0775894169894442, 1.86932830876188, -1.8392081849571111]","[-0.5471975663261858, -0.09866402058391988, 0.4683117341253371]","[[0.7172088051968888, -0.6246338896145834, -0.3089401781785716], [-0.1971336117523349, -0.6070862241544716, 0.7697952036479224], [-0.6683934985212907, -0.4912014051148704, -0.5585439201599511]]",0.02,22b29caa2844cd232783422afff8d1a01075348d4438f8d349f424dd8c17b57d,trac_task_20ms,True,native_success,1,,,True,"[-1.277733656565262, -0.008542086035129244, -1.5655149705870315, -2.0279171719782156, -1.0614217932989938, 1.8813538077837375, -1.8537521135379507]",True,[],0.0005017017241182753,0.0009290284612559917,236088,22324,94103,119365,20,True,True,"[-1.3350180546906594, -0.08118998279444083, -1.5749244762610966, -2.0630547630829748, -1.129889416989444, 1.8170283087618802, -1.891508184957111]","[-1.2478180546906597, 0.0060100172055591655, -1.4877244762610968, -1.9758547630829753, -1.0252894169894444, 1.9216283087618797, -1.7869081849571113]","[-1.2914180546906595, -0.037589982794440834, -1.5313244762610967, -2.019454763082975, -1.0775894169894442, 1.86932830876188, -1.8392081849571111]",0.7841856496774036,0.7859883753088459,"[0.3138623423256323, 0.6662361642043942, 0.7841856496774036, 0.19409194713854416, 0.3091323841386317, 0.22993305969134925, 0.2780865885437768]",1.0435478864620493,accepted
state_14_candidate_00,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,4,75,"[2.4668384905780694, 0.22850866254833804, -1.819687172539125, -0.33521522849501284, -1.2982903121457678, 0.2189558108222837, 0.4377617990495719]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,26382ac06d938939a11e05fb4d68434685e9dd0c0c490809889522859b99699d,trac_strict_20ms,True,native_success,1,,,True,"[2.4668973340894027, 0.2236554641372351, -1.821248816625042, -0.3369772195356132, -1.3027581006482623, 0.22423312389069555, 0.43042124525016623]",True,[],1.4461412797011342e-06,3.932322596068193e-06,224346,19840,83258,120928,20,True,True,"[2.4232384905780697, 0.18490866254833807, -1.863287172539125, -0.37881522849501276, -1.3505903121457676, 0.16665581082228373, 0.38546179904957195]","[2.510438490578069, 0.272108662548338, -1.7760871725391252, -0.2916152284950129, -1.245990312145768, 0.2712558108222836, 0.49006179904957187]","[2.4668384905780694, 0.22850866254833804, -1.819687172539125, -0.33521522849501284, -1.2982903121457678, 0.2189558108222837, 0.4377617990495719]",0.1403547571588084,0.14062363600394023,"[0.0013496218195720104, 0.11131189016291129, 0.035817524906352496, 0.040412638545880154, 0.08542616639568656, 0.10090464757957678, 0.1403547571588084]",0.24173312389069557,accepted
state_14_candidate_02,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,3,75,"[2.4559384905780695, 0.23030860544410925, -1.8209475150994716, -0.33264966097147186, -1.2909540106747157, 0.22039283642896695, 0.4329923703735962]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,a9e85765b2a0c1f352611c29f3e6e61636da7ca53d26266ea4c177df9715c525,trac_task_5ms,True,native_success,1,,,True,"[2.4534810180949775, 0.2249938455970248, -1.8180972816533638, -0.3334891341270337, -1.298269737869922, 0.2252817548409151, 0.42471684509772506]",True,[],1.2390815647488837e-05,1.8385908939800976e-05,194850,20553,65133,108878,5,True,True,"[2.41233849057807, 0.18670860544410928, -1.8645475150994715, -0.3762496609714718, -1.3432540106747155, 0.16809283642896697, 0.38069237037359627]","[2.499538490578069, 0.27390860544410917, -1.7773475150994718, -0.28904966097147194, -1.238654010674716, 0.2726928364289669, 0.4852923703735962]","[2.4559384905780695, 0.23030860544410925, -1.8209475150994716, -0.33264966097147186, -1.2909540106747157, 0.22039283642896695, 0.4329923703735962]",0.15823184083883682,0.15853496697071198,"[0.05636404777733752, 0.12189816163037753, 0.06537232674559168, 0.019253971457839924, 0.13988006109380946, 0.09347836351717274, 0.15823184083883682]",0.24278175484091508,accepted
case_01_matched_05,case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,3,34,"[-1.2696180068763616, -0.0582019001859668, -1.543773786923768, -2.0177050613698544, -1.09420008326705, 1.8533377802529911, -1.8320568915722613]","[-0.5471975663261858, -0.09866402058391988, 0.4683117341253371]","[[0.7172088051968888, -0.6246338896145834, -0.3089401781785716], [-0.1971336117523349, -0.6070862241544716, 0.7697952036479224], [-0.6683934985212907, -0.4912014051148704, -0.5585439201599511]]",0.02,394cbeca25ee5e9557d94467298b714c555558f02870842d20de896bc5e47cb6,trac_strict_20ms,True,native_success,1,,,True,"[-1.2323487496264347, -0.061660934201495377, -1.587026531023097, -2.02328349310289, -1.104130409342145, 1.84024462252247, -1.8352813027715176]",True,[],7.798362095616316e-06,4.363220404046567e-06,666622,18915,352637,294248,20,True,True,"[-1.3132180068763615, -0.10180190018596678, -1.5873737869237678, -2.061305061369854, -1.1465000832670498, 1.8010377802529913, -1.884356891572261]","[-1.2260180068763618, -0.0146019001859668, -1.5001737869237681, -1.9741050613698545, -1.0419000832670502, 1.905637780252991, -1.7797568915722615]","[-1.2696180068763616, -0.0582019001859668, -1.543773786923768, -2.0177050613698544, -1.09420008326705, 1.8533377802529911, -1.8320568915722613]",0.9920354151222273,0.9943159563064164,"[0.8547994782093329, 0.07933564255799491, 0.9920354151222273, 0.12794568195035333, 0.1898723914932107, 0.25034718413998297, 0.06165222178310356]",1.0485165068971103,accepted
state_08_candidate_00,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,1,75,"[-1.425286180067754, 0.39303002035763585, -0.2617401363953118, -1.6040816691381363, 0.11302911886768265, 1.4122442018381558, 0.10947919609457729]","[-0.032854940350743364, -0.5915895744097782, 0.3696374711299105]","[[-0.2217013665765356, -0.9712300788740037, 0.08695192895211226], [-0.7985509172962597, 0.2320093041369958, 0.555417064267177], [-0.5596114156657268, 0.05370117954257223, -0.8270134501761973]]",0.02,3a942c03f7f1445285e1fe0af1e3f87504f5ae42c98817edc0de1ee2296d4df4,trac_task_20ms,True,native_success,1,,,True,"[-1.4205668981897304, 0.4004906428338755, -0.25621179070008104, -1.6135628974940077, 0.12201409422717555, 1.4030909972329946, 0.11726555550353025]",True,[],0.00011705581096522234,0.00019831707904523349,334133,47337,94825,191226,20,True,True,"[-1.468886180067754, 0.3494300203576359, -0.3053401363953117, -1.6476816691381362, 0.060729118867682653, 1.359944201838156, 0.0571791960945773]","[-1.3816861800677542, 0.4366300203576358, -0.21814013639531182, -1.5604816691381365, 0.16532911886768262, 1.4645442018381556, 0.16177919609457728]","[-1.425286180067754, 0.39303002035763585, -0.2617401363953118, -1.6040816691381363, 0.11302911886768265, 1.4122442018381558, 0.10947919609457729]",0.21745936596035312,0.21795927254876774,"[0.1082404100464158, 0.17111519440916587, 0.12679691961538422, 0.21745936596035312, 0.1717968519979522, 0.1750134723740196, 0.14887876498954036]",1.3623093571661244,accepted
case_01_matched_05,case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,0,34,"[-1.2696180068763616, -0.0582019001859668, -1.543773786923768, -2.0177050613698544, -1.09420008326705, 1.8533377802529911, -1.8320568915722613]","[-0.5471975663261858, -0.09866402058391988, 0.4683117341253371]","[[0.7172088051968888, -0.6246338896145834, -0.3089401781785716], [-0.1971336117523349, -0.6070862241544716, 0.7697952036479224], [-0.6683934985212907, -0.4912014051148704, -0.5585439201599511]]",0.02,394cbeca25ee5e9557d94467298b714c555558f02870842d20de896bc5e47cb6,dls_task,True,converged,,1,3,True,"[-1.272036209919245, -0.053262353435915566, -1.5512357460545247, -2.026064708186355, -1.0974174220370354, 1.8473412643248555, -1.838046767670243]",True,[],0.0006437765266361853,0.0005315949169683033,653898,29210,529405,94998,,True,True,"[-1.3132180068763615, -0.10180190018596678, -1.5873737869237678, -2.061305061369854, -1.1465000832670498, 1.8010377802529913, -1.884356891572261]","[-1.2260180068763618, -0.0146019001859668, -1.5001737869237681, -1.9741050613698545, -1.0419000832670502, 1.905637780252991, -1.7797568915722615]","[-1.2696180068763616, -0.0582019001859668, -1.543773786923768, -2.0177050613698544, -1.09420008326705, 1.8533377802529911, -1.8320568915722613]",0.1917350187270828,0.1921757888850761,"[0.05546337254319786, 0.1132923566525512, 0.1711458516228614, 0.1917350187270828, 0.061516993689969844, 0.11465613629322485, 0.1145291796937235]",1.0457352918136449,accepted
state_18_candidate_01,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,3,75,"[-2.4290300693853575, -0.34740372961583726, 1.2798882272625018, -0.41705671514370457, 0.05197567779788255, 1.960251645973528, 1.4787033009960158]","[0.3175181389147155, -0.07648929601709437, 1.096889822235397]","[[-0.8331180598515749, -0.3302600090843912, 0.4436694994573389], [-0.3921156303851851, -0.21305358540011773, -0.8949041860198127], [0.3900764421966247, -0.9195305846722732, 0.04799867805982491]]",0.02,6007de5a82dd36fb22186e91c5917ea5115a948ad99ae56d794c4b0abf4353d8,trac_task_20ms,True,native_success,1,,,True,"[-2.4598120984718213, -0.34295379948168003, 1.2923084852123647, -0.40825519108522396, 0.0577460329663495, 1.9499453915980025, 1.4811285022183183]",True,[],0.00013965375863089343,0.00013391693429642,216868,20025,88323,108240,20,True,True,"[-2.472630069385357, -0.39100372961583724, 1.236288227262502, -0.4606567151437045, -0.0003243222021174496, 1.9079516459735282, 1.426403300996016]","[-2.385430069385358, -0.3038037296158373, 1.3234882272625017, -0.37345671514370465, 0.10427567779788253, 2.0125516459735273, 1.5310033009960156]","[-2.4290300693853575, -0.34740372961583726, 1.2798882272625018, -0.41705671514370457, 0.05197567779788255, 1.960251645973528, 1.4787033009960158]",0.7060098414326552,0.7076328525623855,"[0.7060098414326552, 0.10206261775589981, 0.2848683016023601, 0.20186981785505997, 0.110331838785219, 0.19706031310756136, 0.04637096027347032]",0.3384551910852239,accepted
case_01_matched_02,case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,2,34,"[-1.2696180546906595, -0.058202009989788285, -1.543773696544194, -2.017704977637241, -1.0942001921997166, 1.853337704591326, -1.8320568264644346]","[-0.5471975663261858, -0.09866402058391988, 0.4683117341253371]","[[0.7172088051968888, -0.6246338896145834, -0.3089401781785716], [-0.1971336117523349, -0.6070862241544716, 0.7697952036479224], [-0.6683934985212907, -0.4912014051148704, -0.5585439201599511]]",0.02,fedee555fa5b7fd3cc1f22870f86b854846a58da93be50fe993766e0699224e4,trac_task_5ms,True,native_success,1,,,True,"[-1.2477442890171853, -0.04145124279682932, -1.5807706963094823, -2.025097297065696, -1.0879389785851201, 1.8559350702110626, -1.8421749291130238]",True,[],0.0003494467699361745,0.0005463156095325355,197936,19189,70699,107809,5,True,True,"[-1.3132180546906593, -0.10180200998978826, -1.5873736965441938, -2.0613049776372407, -1.1465001921997164, 1.8010377045913262, -1.8843568264644344]","[-1.2260180546906596, -0.014602009989788287, -1.500173696544194, -1.9741049776372412, -1.0419001921997169, 1.9056377045913258, -1.7797568264644348]","[-1.2696180546906595, -0.058202009989788285, -1.543773696544194, -2.017704977637241, -1.0942001921997166, 1.853337704591326, -1.8320568264644346]",0.8485550404882652,0.850505741730767,"[0.5016918732448213, 0.38419190809538917, 0.8485550404882652, 0.16954861074438268, 0.11971727752574624, 0.04966282255710648, 0.1934627657474045]",1.046702702934304,accepted
state_14_candidate_03,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,4,75,"[2.488638490578069, 0.225402876930815, -1.820018536452199, -0.34050461633706564, -1.3102306695743284, 0.2164521716881956, 0.44716944569855566]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,d0aaf8bf82e7f5ed819d3781dcb85d9b613bdc1a2006cc87613df199ac737250,trac_strict_5ms,True,native_success,1,,,True,"[2.4891288017076127, 0.22058309195297696, -1.8222250113170821, -0.34228428992256604, -1.3146615481857122, 0.2217309165285248, 0.43966946838318083]",True,[],1.7633934200069202e-06,5.134612968614126e-06,203141,18329,76259,108323,5,True,True,"[2.4450384905780695, 0.18180287693081504, -1.8636185364521989, -0.38410461633706555, -1.3625306695743282, 0.16415217168819565, 0.3948694456985557]","[2.532238490578069, 0.269002876930815, -1.7764185364521992, -0.2969046163370657, -1.2579306695743286, 0.26875217168819554, 0.4994694456985556]","[2.488638490578069, 0.225402876930815, -1.820018536452199, -0.34050461633706564, -1.3102306695743284, 0.2164521716881956, 0.44716944569855566]",0.14340300794215732,0.1436777263481768,"[0.01124566810879733, 0.11054552701463427, 0.05060722167163127, 0.04081820150230293, 0.0847204323400345, 0.10093202371566343, 0.14340300794215732]",0.2392309165285248,accepted
state_08_candidate_00,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,1,75,"[-1.425286180067754, 0.39303002035763585, -0.2617401363953118, -1.6040816691381363, 0.11302911886768265, 1.4122442018381558, 0.10947919609457729]","[-0.032854940350743364, -0.5915895744097782, 0.3696374711299105]","[[-0.2217013665765356, -0.9712300788740037, 0.08695192895211226], [-0.7985509172962597, 0.2320093041369958, 0.555417064267177], [-0.5596114156657268, 0.05370117954257223, -0.8270134501761973]]",0.02,3a942c03f7f1445285e1fe0af1e3f87504f5ae42c98817edc0de1ee2296d4df4,trac_strict_5ms,True,native_success,1,,,True,"[-1.4206447828041533, 0.400836178451767, -0.2561595275315276, -1.6131870042033003, 0.12223705599131933, 1.4031075691704853, 0.11718158293119708]",True,[],1.9653293503042582e-08,2.4049707453241113e-08,191470,19008,68865,103337,5,True,True,"[-1.468886180067754, 0.3494300203576359, -0.3053401363953117, -1.6476816691381362, 0.060729118867682653, 1.359944201838156, 0.0571791960945773]","[-1.3816861800677542, 0.4366300203576358, -0.21814013639531182, -1.5604816691381365, 0.16532911886768262, 1.4645442018381556, 0.16177919609457728]","[-1.425286180067754, 0.39303002035763585, -0.2617401363953118, -1.6040816691381363, 0.11302911886768265, 1.4122442018381558, 0.10947919609457729]",0.20883796021018297,0.209318047475034,"[0.10645406567891742, 0.17904032325988886, 0.1279956161418394, 0.20883796021018297, 0.17605998324353123, 0.1746966093244839, 0.14727317087227138]",1.3619638215482328,accepted
state_08_candidate_02,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,0,75,"[-1.4161825199264853, 0.39400491979583874, -0.2726401363953118, -1.6039908721760658, 0.1161545645332573, 1.4118739840228902, 0.10686041870027631]","[-0.032854940350743364, -0.5915895744097782, 0.3696374711299105]","[[-0.2217013665765356, -0.9712300788740037, 0.08695192895211226], [-0.7985509172962597, 0.2320093041369958, 0.555417064267177], [-0.5596114156657268, 0.05370117954257223, -0.8270134501761973]]",0.02,3390632f9e458a8bfdff3a01b0d62d6d445e195f8dce2ad2a14c28d45a54ffe2,trac_task_5ms,True,native_success,1,,,True,"[-1.411478006131712, 0.4014620497307358, -0.267077607534992, -1.6134638428906467, 0.1251384200731396, 1.4026863312006674, 0.11460598940033868]",True,[],0.00011697342551009132,0.00019782409707234892,200969,17743,61038,121960,5,True,True,"[-1.4597825199264851, 0.3504049197958388, -0.31624013639531173, -1.6475908721760657, 0.06385456453325732, 1.3595739840228904, 0.054560418700276316]","[-1.3725825199264854, 0.43760491979583865, -0.22904013639531184, -1.560390872176066, 0.16845456453325727, 1.46417398402289, 0.15916041870027628]","[-1.4161825199264853, 0.39400491979583874, -0.2726401363953118, -1.6039908721760658, 0.1161545645332573, 1.4118739840228902, 0.10686041870027631]",0.21726997051790972,0.21776944171450263,"[0.10790169254067002, 0.17103509024993246, 0.12758093716329877, 0.21726997051790972, 0.17177544053312246, 0.17567213809221377, 0.14809886615798043]",1.3613379502692642,accepted
state_13_candidate_00,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,2,75,"[1.0804185175237409, 0.03215105398526326, -2.1653111228548694, -0.45859723946961956, 0.225351357375744, 0.7111866918972807, -1.0740740281858983]","[0.17408042245814132, -0.2155450374352675, 0.9559770094503807]","[[0.9602254138123807, 0.16371790185083468, 0.2261937295382049], [0.20603814204950008, -0.9621728707437359, -0.1782460401398821], [0.18845540238908562, 0.21776091343103546, -0.9576349752865384]]",0.02,200aedbcef2204a629dc352baf602d0eb837b3e87027e6a7383ad47ccc60b390,trac_strict_5ms,True,native_success,1,,,True,"[1.0683183002323675, 0.04548482518381545, -2.162463670994489, -0.45795645186846073, 0.23917285535487035, 0.7153815748223076, -1.0764432979482836]",True,[],2.5322000817348777e-07,9.87995437729532e-07,256121,17735,111029,127104,5,True,True,"[1.036818517523741, -0.01144894601473674, -2.208911122854869, -0.5021972394696195, 0.17305135737574404, 0.6588866918972808, -1.126374028185898]","[1.1240185175237407, 0.07575105398526324, -2.1217111228548697, -0.4149972394696196, 0.2776513573757439, 0.7634866918972806, -1.0217740281858985]","[1.0804185175237409, 0.03215105398526326, -2.1653111228548694, -0.45859723946961956, 0.225351357375744, 0.7111866918972807, -1.0740740281858983]",0.3058204403337658,0.306523475828786,"[0.2775279195269114, 0.3058204403337658, 0.06530852890780431, 0.014696963329330756, 0.26427338392211, 0.0802080865205908, 0.04530152509341079]",0.3881564518684607,accepted
case_01_matched_04,case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,4,34,"[-1.3023180068763616, -0.031450270803624863, -1.5231973127683704, -2.0199855162165674, -1.072602539446119, 1.8740691885796819, -1.8413900036055475]","[-0.5471975663261858, -0.09866402058391988, 0.4683117341253371]","[[0.7172088051968888, -0.6246338896145834, -0.3089401781785716], [-0.1971336117523349, -0.6070862241544716, 0.7697952036479224], [-0.6683934985212907, -0.4912014051148704, -0.5585439201599511]]",0.02,1f2d881e9064126b9acb7688fb3914be94a5644a8f52ce039552a6bfeee8f132,trac_task_5ms,True,native_success,1,,,True,"[-1.2951602797464417, -0.000927460565119595, -1.551461489540648, -2.028587571567296, -1.0552189867828259, 1.8871862316545767, -1.8565313778834347]",True,[],0.000421786592679595,0.0008127091506751261,181855,17832,63930,99877,5,True,True,"[-1.3459180068763614, -0.07505027080362485, -1.5667973127683703, -2.063585516216567, -1.1249025394461187, 1.821769188579682, -1.8936900036055473]","[-1.2587180068763617, 0.012149729196375135, -1.4795973127683706, -1.9763855162165676, -1.0203025394461191, 1.9263691885796816, -1.7890900036055477]","[-1.3023180068763616, -0.031450270803624863, -1.5231973127683704, -2.0199855162165674, -1.072602539446119, 1.8740691885796819, -1.8413900036055475]",0.7000644550115888,0.7016737985863281,"[0.16416805343853005, 0.7000644550115888, 0.6482609351439805, 0.19729484749377674, 0.3323815040782611, 0.25080388288517796, 0.28951002443378965]",1.0407686221165653,accepted
state_08_candidate_05,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,0,75,"[-1.4289301308486542, 0.3926520268889059, -0.2573801363953118, -1.6041171967392573, 0.1117826089670271, 1.4123890336975582, 0.11052374659051721]","[-0.032854940350743364, -0.5915895744097782, 0.3696374711299105]","[[-0.2217013665765356, -0.9712300788740037, 0.08695192895211226], [-0.7985509172962597, 0.2320093041369958, 0.555417064267177], [-0.5596114156657268, 0.05370117954257223, -0.8270134501761973]]",0.02,73cd76af092a1958b28f3a5c7a4922763172d1cce4a9011b4f36634714efd6e8,dls_task,True,converged,,1,3,True,"[-1.4242049578605636, 0.4001141474221361, -0.25186537320351327, -1.6136017149245012, 0.12076789301248367, 1.4032495429624432, 0.1183264914147148]",True,[],0.00011708896611685012,0.0001985160776275317,704566,17501,585380,101354,,True,True,"[-1.472530130848654, 0.34905202688890596, -0.3009801363953118, -1.6477171967392572, 0.05948260896702711, 1.3600890336975584, 0.05822374659051722]","[-1.3853301308486543, 0.4362520268889058, -0.21378013639531185, -1.5605171967392575, 0.16408260896702706, 1.464689033697558, 0.16282374659051718]","[-1.4289301308486542, 0.3926520268889059, -0.2573801363953118, -1.6041171967392573, 0.1117826089670271, 1.4123890336975582, 0.11052374659051721]",0.21753482076247416,0.218034900810204,"[0.10837552724978461, 0.1711495535144541, 0.12648539430730632, 0.21753482076247416, 0.1718027542152307, 0.174751256885564, 0.1491920616481374]",1.3626858525778638,accepted
state_13_candidate_02,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,4,75,"[1.0905183163145657, 0.03267806844637964, -2.1762111228548693, -0.45961965985765746, 0.22591623169322947, 0.711600184605738, -1.0744279479910657]","[0.17408042245814132, -0.2155450374352675, 0.9559770094503807]","[[0.9602254138123807, 0.16371790185083468, 0.2261937295382049], [0.20603814204950008, -0.9621728707437359, -0.1782460401398821], [0.18845540238908562, 0.21776091343103546, -0.9576349752865384]]",0.02,e3dae1ed1c1db2d1a759cee9b9ac434bf4995f755426c82b0ec7d794160b5647,trac_task_20ms,True,native_success,1,,,True,"[1.0564073920938395, 0.06391290592495955, -2.2018798287765473, -0.4761947832549148, 0.2782162316932294, 0.720959602998498, -1.0928214548948612]",True,[],0.00037810338810117557,0.0014331329107604672,215512,20456,86814,107855,20,True,True,"[1.0469183163145659, -0.010921931553620359, -2.219811122854869, -0.5032196598576574, 0.1736162316932295, 0.6593001846057381, -1.1267279479910655]","[1.1341183163145656, 0.07627806844637962, -2.1326111228548696, -0.4160196598576575, 0.2782162316932294, 0.7639001846057379, -1.0221279479910659]","[1.0905183163145657, 0.03267806844637964, -2.1762111228548693, -0.45961965985765746, 0.22591623169322947, 0.711600184605738, -1.0744279479910657]",0.9999999999999987,1.0019157088122592,"[0.7823606472643637, 0.7163953550133006, 0.5887317871944502, 0.38016338067104044, 0.9999999999999987, 0.17895637462256214, 0.3516922926155925]",0.40639478325491485,accepted
state_14_candidate_04,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,2,75,"[2.4450384905780695, 0.23225408576523932, -1.8230860813872125, -0.33013095961439803, -1.2827854941103642, 0.22193713498400727, 0.4281736170012961]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,d83a8cb7a1ce1994d01cfa89ca258fe62f7533f576b3f462636d015b8a710d28,trac_task_20ms,True,native_success,1,,,True,"[2.442243953706693, 0.22702273645659676, -1.8203283219589284, -0.330955047327115, -1.2896395840048842, 0.22690370531272708, 0.4199201538930976]",True,[],1.3149942943808726e-05,1.7402899129409717e-05,194011,20043,71365,102344,20,True,True,"[2.40143849057807, 0.18865408576523934, -1.8666860813872124, -0.373730959614398, -1.335085494110364, 0.16963713498400732, 0.3758736170012961]","[2.488638490578069, 0.27585408576523923, -1.7794860813872126, -0.28653095961439806, -1.2304854941103645, 0.2742371349840072, 0.48047361700129604]","[2.4450384905780695, 0.23225408576523932, -1.8230860813872125, -0.33013095961439803, -1.2827854941103642, 0.22193713498400727, 0.4281736170012961]",0.15781000206880433,0.1581123200804304,"[0.06409488237101903, 0.11998507588629707, 0.06325136303404029, 0.01890109432837087, 0.13105334406347927, 0.09496310379961385, 0.15781000206880433]",0.2444037053127271,accepted
state_13_candidate_02,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,0,75,"[1.0905183163145657, 0.03267806844637964, -2.1762111228548693, -0.45961965985765746, 0.22591623169322947, 0.711600184605738, -1.0744279479910657]","[0.17408042245814132, -0.2155450374352675, 0.9559770094503807]","[[0.9602254138123807, 0.16371790185083468, 0.2261937295382049], [0.20603814204950008, -0.9621728707437359, -0.1782460401398821], [0.18845540238908562, 0.21776091343103546, -0.9576349752865384]]",0.02,e3dae1ed1c1db2d1a759cee9b9ac434bf4995f755426c82b0ec7d794160b5647,dls_strict,False,iteration_budget_exhausted,,25,52,True,"[1.0933433112516269, 0.04127416933271537, -2.173400579649067, -0.4554736239408843, 0.22784661808211057, 0.7149694738260963, -1.0723346316416273]",True,[],1.1074440630559008e-05,1.1678778522166858e-05,9159631,17947,9023267,117913,,False,True,"[1.0469183163145659, -0.010921931553620359, -2.219811122854869, -0.5032196598576574, 0.1736162316932295, 0.6593001846057381, -1.1267279479910655]","[1.1341183163145656, 0.07627806844637962, -2.1326111228548696, -0.4160196598576575, 0.2782162316932294, 0.7639001846057379, -1.0221279479910659]","[1.0905183163145657, 0.03267806844637964, -2.1762111228548693, -0.45961965985765746, 0.22591623169322947, 0.711600184605738, -1.0744279479910657]",0.19715827720953508,0.1976115146284076,"[0.06479346185920001, 0.19715827720953508, 0.06446200013308069, 0.09509256689846673, 0.036909873592372855, 0.06442235602979512, 0.04002516920532167]",0.38567362394088434,accepted
