robot,uid,baseline,repeat,change,previous_q,target_position,target_rotation,dt,relative_q,baseline_q,relative_accepted,baseline_accepted,relative_reasons,baseline_reasons,raw_file,relative_line,baseline_line
panda,73f79a4c1a01e9d7158753a40c3faeb64614a86a72058c894ba7a9eaba1da0ba,fixed_qp1,1,gained,"[1.3974073552049884,-0.29300115723025155,-0.4871158882737747,-2.8080645060169656,0.06937522729490553,3.3054439093192567,1.8374584579232036]","[0.2486599661694994,0.32221333714887573,0.3715215034293826]","[[0.5805570860895989,-0.7438536361947952,0.3311121225671682],[-0.7120104649233719,-0.26654182876637705,0.6496126163780065],[-0.39496147613502497,-0.6128925039822698,-0.6843743207715973]]",0.02,"[1.4410073552049447,-0.3358648559497149,-0.5302729147985569,-2.850198372573246,0.019283170090246837,3.3577439093192045,1.8897584579231512]","[1.4410073552049447,-0.33399123056481467,-0.5304526501044959,-2.84944178631944,0.019492351835566947,3.3577439093192045,1.8897584579231512]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,51461,51472
panda,73f79a4c1a01e9d7158753a40c3faeb64614a86a72058c894ba7a9eaba1da0ba,fixed_qp1,2,gained,"[1.3974073552049884,-0.29300115723025155,-0.4871158882737747,-2.8080645060169656,0.06937522729490553,3.3054439093192567,1.8374584579232036]","[0.2486599661694994,0.32221333714887573,0.3715215034293826]","[[0.5805570860895989,-0.7438536361947952,0.3311121225671682],[-0.7120104649233719,-0.26654182876637705,0.6496126163780065],[-0.39496147613502497,-0.6128925039822698,-0.6843743207715973]]",0.02,"[1.4410073552049447,-0.3358648559497149,-0.5302729147985569,-2.850198372573246,0.019283170090246837,3.3577439093192045,1.8897584579231512]","[1.4410073552049447,-0.33399123056481467,-0.5304526501044959,-2.84944178631944,0.019492351835566947,3.3577439093192045,1.8897584579231512]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,51476,51462
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,fixed_qp1,0,gained,"[-0.03751553526178375,1.0872811976292227,2.8649247007141794,-2.2438269797397146,1.6799333325288317,1.760529178285014,1.8137420804372257]","[-0.12896983171954352,0.07923129852557301,0.8632897742643734]","[[-0.23097685681781507,0.9585801636738394,-0.1666546171745551],[-0.4351804067666206,-0.2549812822420453,-0.8634828077458411],[-0.8702112991572802,-0.12691972075779767,0.4760500806656392]]",0.02,"[0.006084464738172653,1.130881197629179,2.821324700714223,-2.200505464700848,1.7322333325287793,1.7095717166076119,1.8660420804371733]","[0.004126390639599139,1.130881197629179,2.821324700714223,-2.200226979739758,1.7322333325287793,1.7082291782850665,1.8660420804371733]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,26723,26735
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,fixed_qp1,1,gained,"[-0.03751553526178375,1.0872811976292227,2.8649247007141794,-2.2438269797397146,1.6799333325288317,1.760529178285014,1.8137420804372257]","[-0.12896983171954352,0.07923129852557301,0.8632897742643734]","[[-0.23097685681781507,0.9585801636738394,-0.1666546171745551],[-0.4351804067666206,-0.2549812822420453,-0.8634828077458411],[-0.8702112991572802,-0.12691972075779767,0.4760500806656392]]",0.02,"[0.006084464738172653,1.130881197629179,2.821324700714223,-2.200505464700848,1.7322333325287793,1.7095717166076119,1.8660420804371733]","[0.004126390639599139,1.130881197629179,2.821324700714223,-2.200226979739758,1.7322333325287793,1.7082291782850665,1.8660420804371733]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,26713,26725
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,fixed_qp1,2,gained,"[-0.03751553526178375,1.0872811976292227,2.8649247007141794,-2.2438269797397146,1.6799333325288317,1.760529178285014,1.8137420804372257]","[-0.12896983171954352,0.07923129852557301,0.8632897742643734]","[[-0.23097685681781507,0.9585801636738394,-0.1666546171745551],[-0.4351804067666206,-0.2549812822420453,-0.8634828077458411],[-0.8702112991572802,-0.12691972075779767,0.4760500806656392]]",0.02,"[0.006084464738172653,1.130881197629179,2.821324700714223,-2.200505464700848,1.7322333325287793,1.7095717166076119,1.8660420804371733]","[0.004126390639599139,1.130881197629179,2.821324700714223,-2.200226979739758,1.7322333325287793,1.7082291782850665,1.8660420804371733]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,26722,26715
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,fixed_qp1,0,gained,"[-1.1564540749340664,0.3069283628119941,-0.4513028599868454,-0.48115515944398624,-1.2539824571976514,2.4211031437309325,-1.9203864550004073]","[0.027900317410742687,-0.4592896431554444,1.0514708901021093]","[[-0.1920261647120466,0.7004479215291866,-0.6873853804754828],[-0.48653259090945417,-0.6762334322232523,-0.5531675904520197],[-0.8522980640884477,0.22821273927851207,0.4706452544986323]]",0.02,"[-1.2000540749340227,0.2633652989982241,-0.4949028599868018,-0.5247551594439427,-1.306282457197599,2.3688031437309847,-1.9726864550003549]","[-1.2000540749340227,0.2633283628120377,-0.4949028599868018,-0.5235154564671308,-1.306282457197599,2.3688031437309847,-1.9726864550003549]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,26860,26868
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,fixed_qp1,1,gained,"[-1.1564540749340664,0.3069283628119941,-0.4513028599868454,-0.48115515944398624,-1.2539824571976514,2.4211031437309325,-1.9203864550004073]","[0.027900317410742687,-0.4592896431554444,1.0514708901021093]","[[-0.1920261647120466,0.7004479215291866,-0.6873853804754828],[-0.48653259090945417,-0.6762334322232523,-0.5531675904520197],[-0.8522980640884477,0.22821273927851207,0.4706452544986323]]",0.02,"[-1.2000540749340227,0.2633652989982241,-0.4949028599868018,-0.5247551594439427,-1.306282457197599,2.3688031437309847,-1.9726864550003549]","[-1.2000540749340227,0.2633283628120377,-0.4949028599868018,-0.5235154564671308,-1.306282457197599,2.3688031437309847,-1.9726864550003549]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,26871,26876
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,fixed_qp1,2,gained,"[-1.1564540749340664,0.3069283628119941,-0.4513028599868454,-0.48115515944398624,-1.2539824571976514,2.4211031437309325,-1.9203864550004073]","[0.027900317410742687,-0.4592896431554444,1.0514708901021093]","[[-0.1920261647120466,0.7004479215291866,-0.6873853804754828],[-0.48653259090945417,-0.6762334322232523,-0.5531675904520197],[-0.8522980640884477,0.22821273927851207,0.4706452544986323]]",0.02,"[-1.2000540749340227,0.2633652989982241,-0.4949028599868018,-0.5247551594439427,-1.306282457197599,2.3688031437309847,-1.9726864550003549]","[-1.2000540749340227,0.2633283628120377,-0.4949028599868018,-0.5235154564671308,-1.306282457197599,2.3688031437309847,-1.9726864550003549]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,26879,26877
panda,be9efe6f5d0c2f73beef69d62c4161e8fd60ec78077e0d5a44b11cbca028ec0e,fixed_qp1,0,gained,"[1.9699470517888882,-1.2529237587883288,-1.8308594990560083,-0.40721849374243524,1.7216603037726967,0.5524702869920588,1.4535337369940606]","[0.375508094380962,-0.5188855304773592,0.60846579313138]","[[0.7250642985809784,-0.3937765998174404,-0.5649971259745387],[0.6713774697688342,0.22141285179378303,0.7072684371208308],[-0.15340813541032206,-0.892141434132929,0.4249112913222813]]",0.02,"[1.926692859067428,-1.2965237587882852,-1.787259499056052,-0.45081849374239163,1.6708520093134664,0.6044478636223963,1.5058337369940082]","[1.9263470517889318,-1.295192817319856,-1.7918050112611565,-0.45081849374239163,1.6759590896575878,0.6014215883307277,1.5058337369940082]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,9694,9684
panda,be9efe6f5d0c2f73beef69d62c4161e8fd60ec78077e0d5a44b11cbca028ec0e,fixed_qp1,1,gained,"[1.9699470517888882,-1.2529237587883288,-1.8308594990560083,-0.40721849374243524,1.7216603037726967,0.5524702869920588,1.4535337369940606]","[0.375508094380962,-0.5188855304773592,0.60846579313138]","[[0.7250642985809784,-0.3937765998174404,-0.5649971259745387],[0.6713774697688342,0.22141285179378303,0.7072684371208308],[-0.15340813541032206,-0.892141434132929,0.4249112913222813]]",0.02,"[1.926692859067428,-1.2965237587882852,-1.787259499056052,-0.45081849374239163,1.6708520093134664,0.6044478636223963,1.5058337369940082]","[1.9263470517889318,-1.295192817319856,-1.7918050112611565,-0.45081849374239163,1.6759590896575878,0.6014215883307277,1.5058337369940082]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,9690,9674
panda,be9efe6f5d0c2f73beef69d62c4161e8fd60ec78077e0d5a44b11cbca028ec0e,fixed_qp1,2,gained,"[1.9699470517888882,-1.2529237587883288,-1.8308594990560083,-0.40721849374243524,1.7216603037726967,0.5524702869920588,1.4535337369940606]","[0.375508094380962,-0.5188855304773592,0.60846579313138]","[[0.7250642985809784,-0.3937765998174404,-0.5649971259745387],[0.6713774697688342,0.22141285179378303,0.7072684371208308],[-0.15340813541032206,-0.892141434132929,0.4249112913222813]]",0.02,"[1.926692859067428,-1.2965237587882852,-1.787259499056052,-0.45081849374239163,1.6708520093134664,0.6044478636223963,1.5058337369940082]","[1.9263470517889318,-1.295192817319856,-1.7918050112611565,-0.45081849374239163,1.6759590896575878,0.6014215883307277,1.5058337369940082]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,9693,9681
panda,dfe6e713d05a39be8b5a02b380237f01f6a459b63be3d831191551bfbed52fbd,fixed_qp1,0,gained,"[1.3281900469959749,1.7449794532811744,-1.7614873016889279,-2.3430989377115417,-2.276399109755871,2.9887788061952913,2.3104297137546532]","[0.4844391009697206,-0.08327201820700665,0.35251417616743114]","[[0.6734532353283235,-0.3082677868325259,0.6718866804954462],[0.7379445173397353,0.226775474931731,-0.6356184179975534],[0.0435732619164382,0.9238743721799323,0.3802072004514082]]",0.02,"[1.3717900469959312,1.7620015283892692,-1.7191460131472716,-2.299498937711585,-2.2240991097559233,2.9364788061953435,2.362729713754601]","[1.371163955570372,1.7612837885020245,-1.7193995758700122,-2.30000430454711,-2.22462366418283,2.9364788061953435,2.362729713754601]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,31269,31272
panda,dfe6e713d05a39be8b5a02b380237f01f6a459b63be3d831191551bfbed52fbd,fixed_qp1,1,gained,"[1.3281900469959749,1.7449794532811744,-1.7614873016889279,-2.3430989377115417,-2.276399109755871,2.9887788061952913,2.3104297137546532]","[0.4844391009697206,-0.08327201820700665,0.35251417616743114]","[[0.6734532353283235,-0.3082677868325259,0.6718866804954462],[0.7379445173397353,0.226775474931731,-0.6356184179975534],[0.0435732619164382,0.9238743721799323,0.3802072004514082]]",0.02,"[1.3717900469959312,1.7620015283892692,-1.7191460131472716,-2.299498937711585,-2.2240991097559233,2.9364788061953435,2.362729713754601]","[1.371163955570372,1.7612837885020245,-1.7193995758700122,-2.30000430454711,-2.22462366418283,2.9364788061953435,2.362729713754601]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,31267,31270
panda,dfe6e713d05a39be8b5a02b380237f01f6a459b63be3d831191551bfbed52fbd,fixed_qp1,2,gained,"[1.3281900469959749,1.7449794532811744,-1.7614873016889279,-2.3430989377115417,-2.276399109755871,2.9887788061952913,2.3104297137546532]","[0.4844391009697206,-0.08327201820700665,0.35251417616743114]","[[0.6734532353283235,-0.3082677868325259,0.6718866804954462],[0.7379445173397353,0.226775474931731,-0.6356184179975534],[0.0435732619164382,0.9238743721799323,0.3802072004514082]]",0.02,"[1.3717900469959312,1.7620015283892692,-1.7191460131472716,-2.299498937711585,-2.2240991097559233,2.9364788061953435,2.362729713754601]","[1.371163955570372,1.7612837885020245,-1.7193995758700122,-2.30000430454711,-2.22462366418283,2.9364788061953435,2.362729713754601]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,31266,31253
panda,116413e5077b1991259016bcb70aed719e9313295c22976aaf3e7971067192d7,fixed_qp2,0,gained,"[0.5143745696429471,-1.030325417676153,-1.9514386354805384,-1.4304820222062136,2.0787613050010836,3.275685669657409,2.246414670384391]","[-0.16731972022527472,-0.6868103650689392,0.31157094391093837]","[[0.8286643241709494,-0.5178404578568451,0.2125010542395415],[0.024607805541048536,-0.3455686306584792,-0.938070774201647],[0.5592046975417475,0.7825749687483216,-0.27361747849106033]]",0.02,"[0.5578212620571459,-1.0739254176761093,-1.9078697918346137,-1.3868820222062572,2.1310613050010314,3.223385669657461,2.1943557936141143]","[0.5579745696429036,-1.0739254176761093,-1.908079903158029,-1.388204277940794,2.1310613050010314,3.223385669657461,2.194517010988994]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,1973,1974
panda,116413e5077b1991259016bcb70aed719e9313295c22976aaf3e7971067192d7,fixed_qp2,1,gained,"[0.5143745696429471,-1.030325417676153,-1.9514386354805384,-1.4304820222062136,2.0787613050010836,3.275685669657409,2.246414670384391]","[-0.16731972022527472,-0.6868103650689392,0.31157094391093837]","[[0.8286643241709494,-0.5178404578568451,0.2125010542395415],[0.024607805541048536,-0.3455686306584792,-0.938070774201647],[0.5592046975417475,0.7825749687483216,-0.27361747849106033]]",0.02,"[0.5578212620571459,-1.0739254176761093,-1.9078697918346137,-1.3868820222062572,2.1310613050010314,3.223385669657461,2.1943557936141143]","[0.5579745696429036,-1.0739254176761093,-1.908079903158029,-1.388204277940794,2.1310613050010314,3.223385669657461,2.194517010988994]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,1970,1992
panda,116413e5077b1991259016bcb70aed719e9313295c22976aaf3e7971067192d7,fixed_qp2,2,gained,"[0.5143745696429471,-1.030325417676153,-1.9514386354805384,-1.4304820222062136,2.0787613050010836,3.275685669657409,2.246414670384391]","[-0.16731972022527472,-0.6868103650689392,0.31157094391093837]","[[0.8286643241709494,-0.5178404578568451,0.2125010542395415],[0.024607805541048536,-0.3455686306584792,-0.938070774201647],[0.5592046975417475,0.7825749687483216,-0.27361747849106033]]",0.02,"[0.5578212620571459,-1.0739254176761093,-1.9078697918346137,-1.3868820222062572,2.1310613050010314,3.223385669657461,2.1943557936141143]","[0.5579745696429036,-1.0739254176761093,-1.908079903158029,-1.388204277940794,2.1310613050010314,3.223385669657461,2.194517010988994]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,1989,1991
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,fixed_qp2,0,gained,"[-0.03751553526178375,1.0872811976292227,2.8649247007141794,-2.2438269797397146,1.6799333325288317,1.760529178285014,1.8137420804372257]","[-0.12896983171954352,0.07923129852557301,0.8632897742643734]","[[-0.23097685681781507,0.9585801636738394,-0.1666546171745551],[-0.4351804067666206,-0.2549812822420453,-0.8634828077458411],[-0.8702112991572802,-0.12691972075779767,0.4760500806656392]]",0.02,"[0.006084464738172653,1.130881197629179,2.821324700714223,-2.200505464700848,1.7322333325287793,1.7095717166076119,1.8660420804371733]","[0.004126390639599271,1.130881197629179,2.821324700714223,-2.200226979739758,1.7322333325287793,1.7082291782850665,1.8660420804371733]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,26723,26721
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,fixed_qp2,1,gained,"[-0.03751553526178375,1.0872811976292227,2.8649247007141794,-2.2438269797397146,1.6799333325288317,1.760529178285014,1.8137420804372257]","[-0.12896983171954352,0.07923129852557301,0.8632897742643734]","[[-0.23097685681781507,0.9585801636738394,-0.1666546171745551],[-0.4351804067666206,-0.2549812822420453,-0.8634828077458411],[-0.8702112991572802,-0.12691972075779767,0.4760500806656392]]",0.02,"[0.006084464738172653,1.130881197629179,2.821324700714223,-2.200505464700848,1.7322333325287793,1.7095717166076119,1.8660420804371733]","[0.004126390639599271,1.130881197629179,2.821324700714223,-2.200226979739758,1.7322333325287793,1.7082291782850665,1.8660420804371733]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,26713,26729
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,fixed_qp2,2,gained,"[-0.03751553526178375,1.0872811976292227,2.8649247007141794,-2.2438269797397146,1.6799333325288317,1.760529178285014,1.8137420804372257]","[-0.12896983171954352,0.07923129852557301,0.8632897742643734]","[[-0.23097685681781507,0.9585801636738394,-0.1666546171745551],[-0.4351804067666206,-0.2549812822420453,-0.8634828077458411],[-0.8702112991572802,-0.12691972075779767,0.4760500806656392]]",0.02,"[0.006084464738172653,1.130881197629179,2.821324700714223,-2.200505464700848,1.7322333325287793,1.7095717166076119,1.8660420804371733]","[0.004126390639599271,1.130881197629179,2.821324700714223,-2.200226979739758,1.7322333325287793,1.7082291782850665,1.8660420804371733]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,26722,26733
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,fixed_qp2,0,gained,"[-1.1564540749340664,0.3069283628119941,-0.4513028599868454,-0.48115515944398624,-1.2539824571976514,2.4211031437309325,-1.9203864550004073]","[0.027900317410742687,-0.4592896431554444,1.0514708901021093]","[[-0.1920261647120466,0.7004479215291866,-0.6873853804754828],[-0.48653259090945417,-0.6762334322232523,-0.5531675904520197],[-0.8522980640884477,0.22821273927851207,0.4706452544986323]]",0.02,"[-1.2000540749340227,0.2633652989982241,-0.4949028599868018,-0.5247551594439427,-1.306282457197599,2.3688031437309847,-1.9726864550003549]","[-1.2000540749340227,0.2633283628120377,-0.4949028599868018,-0.5235154564671308,-1.306282457197599,2.3688031437309847,-1.9726864550003549]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,26860,26859
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,fixed_qp2,1,gained,"[-1.1564540749340664,0.3069283628119941,-0.4513028599868454,-0.48115515944398624,-1.2539824571976514,2.4211031437309325,-1.9203864550004073]","[0.027900317410742687,-0.4592896431554444,1.0514708901021093]","[[-0.1920261647120466,0.7004479215291866,-0.6873853804754828],[-0.48653259090945417,-0.6762334322232523,-0.5531675904520197],[-0.8522980640884477,0.22821273927851207,0.4706452544986323]]",0.02,"[-1.2000540749340227,0.2633652989982241,-0.4949028599868018,-0.5247551594439427,-1.306282457197599,2.3688031437309847,-1.9726864550003549]","[-1.2000540749340227,0.2633283628120377,-0.4949028599868018,-0.5235154564671308,-1.306282457197599,2.3688031437309847,-1.9726864550003549]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,26871,26874
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,fixed_qp2,2,gained,"[-1.1564540749340664,0.3069283628119941,-0.4513028599868454,-0.48115515944398624,-1.2539824571976514,2.4211031437309325,-1.9203864550004073]","[0.027900317410742687,-0.4592896431554444,1.0514708901021093]","[[-0.1920261647120466,0.7004479215291866,-0.6873853804754828],[-0.48653259090945417,-0.6762334322232523,-0.5531675904520197],[-0.8522980640884477,0.22821273927851207,0.4706452544986323]]",0.02,"[-1.2000540749340227,0.2633652989982241,-0.4949028599868018,-0.5247551594439427,-1.306282457197599,2.3688031437309847,-1.9726864550003549]","[-1.2000540749340227,0.2633283628120377,-0.4949028599868018,-0.5235154564671308,-1.306282457197599,2.3688031437309847,-1.9726864550003549]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,26879,26872
ur5e,09f3ef02343625948466723596b19763f97f8231a008078ed4361f42cf5d6f96,gn,0,gained,"[-0.20101065997650025,3.271486423545774,-2.670995293858358,3.769706056607836,0.3807463048345747,3.853496834848121]","[0.002325090747773653,0.2304127027679891,0.02924363433001474]","[[0.5533596551228288,0.8288348228279064,0.08261917785948367],[-0.29530427646226326,0.1024693312459417,0.9498923204538019],[0.778837901225565,-0.5500298833898413,0.3014608614608443]]",0.02,"[-0.13807880690476732,3.334418276617507,-2.608063440786625,3.832637909679569,0.3178144517628418,3.916428687919854]","[-0.14018196680300624,3.333555946220647,-2.608063440786625,3.832637909679569,0.3178144517628418,3.916428687919854]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_ur5e/records.jsonl.gz,48078,48082
ur5e,09f3ef02343625948466723596b19763f97f8231a008078ed4361f42cf5d6f96,gn,1,gained,"[-0.20101065997650025,3.271486423545774,-2.670995293858358,3.769706056607836,0.3807463048345747,3.853496834848121]","[0.002325090747773653,0.2304127027679891,0.02924363433001474]","[[0.5533596551228288,0.8288348228279064,0.08261917785948367],[-0.29530427646226326,0.1024693312459417,0.9498923204538019],[0.778837901225565,-0.5500298833898413,0.3014608614608443]]",0.02,"[-0.13807880690476732,3.334418276617507,-2.608063440786625,3.832637909679569,0.3178144517628418,3.916428687919854]","[-0.14018196680300624,3.333555946220647,-2.608063440786625,3.832637909679569,0.3178144517628418,3.916428687919854]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_ur5e/records.jsonl.gz,48092,48090
ur5e,09f3ef02343625948466723596b19763f97f8231a008078ed4361f42cf5d6f96,gn,2,gained,"[-0.20101065997650025,3.271486423545774,-2.670995293858358,3.769706056607836,0.3807463048345747,3.853496834848121]","[0.002325090747773653,0.2304127027679891,0.02924363433001474]","[[0.5533596551228288,0.8288348228279064,0.08261917785948367],[-0.29530427646226326,0.1024693312459417,0.9498923204538019],[0.778837901225565,-0.5500298833898413,0.3014608614608443]]",0.02,"[-0.13807880690476732,3.334418276617507,-2.608063440786625,3.832637909679569,0.3178144517628418,3.916428687919854]","[-0.14018196680300624,3.333555946220647,-2.608063440786625,3.832637909679569,0.3178144517628418,3.916428687919854]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_ur5e/records.jsonl.gz,48074,48085
ur5e,2b99894c8bdec8743bd3bdacebbf14d74f34de212e4199a739015292be777ebc,gn,0,gained,"[5.146879347625662,-4.335770792125576,0.02681118052450948,-1.3764985072469766,1.9116278690449908,0.10059716547596853]","[-0.023578577775025058,0.31979305474537545,-0.7144006163645136]","[[0.9972782203388558,0.021524167565423025,-0.07051851847833819],[-0.05209883230446735,-0.47105447356836017,-0.8805642478568761],[-0.05217147602162642,0.881841478465291,-0.46865098308642666]]",0.02,"[5.083947494553929,-4.272838939053843,-0.036120672547223454,-1.4394303603187095,1.9745597221167237,0.1627128625186881]","[5.0854831169034265,-4.272838939053843,-0.036120672547223454,-1.4394303603187095,1.9690528797834717,0.16352901854770147]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_ur5e/records.jsonl.gz,27521,27509
ur5e,2b99894c8bdec8743bd3bdacebbf14d74f34de212e4199a739015292be777ebc,gn,1,gained,"[5.146879347625662,-4.335770792125576,0.02681118052450948,-1.3764985072469766,1.9116278690449908,0.10059716547596853]","[-0.023578577775025058,0.31979305474537545,-0.7144006163645136]","[[0.9972782203388558,0.021524167565423025,-0.07051851847833819],[-0.05209883230446735,-0.47105447356836017,-0.8805642478568761],[-0.05217147602162642,0.881841478465291,-0.46865098308642666]]",0.02,"[5.083947494553929,-4.272838939053843,-0.036120672547223454,-1.4394303603187095,1.9745597221167237,0.1627128625186881]","[5.0854831169034265,-4.272838939053843,-0.036120672547223454,-1.4394303603187095,1.9690528797834717,0.16352901854770147]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_ur5e/records.jsonl.gz,27505,27525
ur5e,2b99894c8bdec8743bd3bdacebbf14d74f34de212e4199a739015292be777ebc,gn,2,gained,"[5.146879347625662,-4.335770792125576,0.02681118052450948,-1.3764985072469766,1.9116278690449908,0.10059716547596853]","[-0.023578577775025058,0.31979305474537545,-0.7144006163645136]","[[0.9972782203388558,0.021524167565423025,-0.07051851847833819],[-0.05209883230446735,-0.47105447356836017,-0.8805642478568761],[-0.05217147602162642,0.881841478465291,-0.46865098308642666]]",0.02,"[5.083947494553929,-4.272838939053843,-0.036120672547223454,-1.4394303603187095,1.9745597221167237,0.1627128625186881]","[5.0854831169034265,-4.272838939053843,-0.036120672547223454,-1.4394303603187095,1.9690528797834717,0.16352901854770147]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_ur5e/records.jsonl.gz,27515,27511
ur5e,311685522ed8ae2eca792457799bf1a66104c50ea26926966e464e74823074f5,gn,0,gained,"[2.84396224686423,3.884884828428955,1.4626236492364688,-4.460393406018476,-5.021058020967187,-4.162840791417953]","[0.010828517749637181,-0.16454561979363164,0.6157458033049749]","[[-0.5961590319418116,0.5328820089302198,-0.6005257473187102],[0.7176760418932514,0.6890046348371632,-0.10106291142325009],[0.35991041597408396,-0.4912325088299844,-0.7931929870731087]]",0.02,"[2.9035376541622075,3.946202571415066,1.5255555023082017,-4.523325259090209,-4.958126167895454,-4.0999089383462195]","[2.900874544282746,3.946846955405596,1.5255555023082017,-4.518103225043106,-4.958126167895454,-4.1031381026167875]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_ur5e/records.jsonl.gz,46250,46265
ur5e,311685522ed8ae2eca792457799bf1a66104c50ea26926966e464e74823074f5,gn,1,gained,"[2.84396224686423,3.884884828428955,1.4626236492364688,-4.460393406018476,-5.021058020967187,-4.162840791417953]","[0.010828517749637181,-0.16454561979363164,0.6157458033049749]","[[-0.5961590319418116,0.5328820089302198,-0.6005257473187102],[0.7176760418932514,0.6890046348371632,-0.10106291142325009],[0.35991041597408396,-0.4912325088299844,-0.7931929870731087]]",0.02,"[2.9035376541622075,3.946202571415066,1.5255555023082017,-4.523325259090209,-4.958126167895454,-4.0999089383462195]","[2.900874544282746,3.946846955405596,1.5255555023082017,-4.518103225043106,-4.958126167895454,-4.1031381026167875]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_ur5e/records.jsonl.gz,46253,46254
ur5e,311685522ed8ae2eca792457799bf1a66104c50ea26926966e464e74823074f5,gn,2,gained,"[2.84396224686423,3.884884828428955,1.4626236492364688,-4.460393406018476,-5.021058020967187,-4.162840791417953]","[0.010828517749637181,-0.16454561979363164,0.6157458033049749]","[[-0.5961590319418116,0.5328820089302198,-0.6005257473187102],[0.7176760418932514,0.6890046348371632,-0.10106291142325009],[0.35991041597408396,-0.4912325088299844,-0.7931929870731087]]",0.02,"[2.9035376541622075,3.946202571415066,1.5255555023082017,-4.523325259090209,-4.958126167895454,-4.0999089383462195]","[2.900874544282746,3.946846955405596,1.5255555023082017,-4.518103225043106,-4.958126167895454,-4.1031381026167875]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_ur5e/records.jsonl.gz,46267,46272
