robot,uid,site_id,method,repeat,family,frame,previous_q,target_position,target_rotation,q,position_error,orientation_error,failure_kind,total_latency_ns,backup,native_status
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,tar_corrected,1,near_singular,125,"[6.283185307179585,-5.458334391120092,1.6180975972536646,-4.66538539533528,1.4516232423539606,-5.144813482408433]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]",,,,non_finite_or_wrong_shape,7975131,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":532,""native_setup_ns"":9730,""native_solve_ns"":5012703,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[6.283185307179585,-5.458334391120092,1.6180975972536646,-4.66538539533528,1.4516232423539606,-5.144813482408433],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance""],""position_error"":0.0018208588840394452,""orientation_error"":0.0068341803117378695,""total_latency_ns"":5206023,""conversion_ns"":3612,""bounds_setup_ns"":23791,""solve_ns"":5012703,""verification_ns"":140710,""accounting_remainder_ns"":25207,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[6.22025345410779,-5.521266244191887,1.555165744181869,-4.728317248407075,1.3886913892821648,-5.2077453354802286],""upper"":[6.283185307179585,-5.395402538048296,1.6810294503254604,-4.6024535422634845,1.5145550954257563,-5.081881629336638],""seed_q"":[6.283185307179585,-5.458334391120092,1.6180975972536646,-4.66538539533528,1.4516232423539606,-5.144813482408433],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""phase"":""joint"",""phase_update"":0,""status"":""MaxTime"",""iterations"":10,""native_seconds"":0.002123788,""primal_residual"":0.006227644638270515,""dual_residual"":0.001727702408905316,""build_ns"":194563,""solve_ns"":702844,""affine_tau"":1.1767123405518982,""variables"":85,""sparse_nonzeros"":1011,""updates"":2144}]"
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,tar_corrected,0,near_singular,124,"[6.283185307179585,-5.46123162832147,1.620208730378884,-4.667950362577028,1.4533783220477217,-5.147631249514993]","[0.007072289920048387,0.14578043002912777,-0.2626977898743025]","[[-0.6922972330332325,-0.39512550802463087,-0.6038214753077332],[0.41483306440331685,-0.9025983660968872,0.11502051207060113],[-0.5904558152921213,-0.170856730705896,0.7887774767069665]]",,,,non_finite_or_wrong_shape,7768165,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":487,""native_setup_ns"":9773,""native_solve_ns"":5011275,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[6.283185307179585,-5.46123162832147,1.620208730378884,-4.667950362577028,1.4533783220477217,-5.147631249514993],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance""],""position_error"":0.0013869506175140142,""orientation_error"":0.00534885638300717,""total_latency_ns"":5251630,""conversion_ns"":3287,""bounds_setup_ns"":23156,""solve_ns"":5011275,""verification_ns"":181489,""accounting_remainder_ns"":32423,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[6.22025345410779,-5.524163481393265,1.5572768773070882,-4.7308822156488235,1.390446468975926,-5.2105631025867885],""upper"":[6.283185307179585,-5.398299775249675,1.6831405834506796,-4.605018509505233,1.5163101751195174,-5.084699396443198],""seed_q"":[6.283185307179585,-5.46123162832147,1.620208730378884,-4.667950362577028,1.4533783220477217,-5.147631249514993],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""phase"":""joint"",""phase_update"":0,""status"":""MaxTime"",""iterations"":5,""native_seconds"":0.002111753,""primal_residual"":0.003808594326961522,""dual_residual"":0.0042851763904137126,""build_ns"":197924,""solve_ns"":348466,""affine_tau"":0.5714278191197887,""variables"":85,""sparse_nonzeros"":1011,""updates"":2697}]"
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,trajectory_02,tar_corrected,2,smooth,31,"[3.916166804966068,-2.056778347383244,1.0104375733574948,0.5158112578210883,-0.42564918104718974,3.4486727723129236]","[0.15176318819029755,-0.16972938711180202,0.7708480634486129]","[[-0.367701838339846,-0.2700049048366814,0.8898835370123621],[-0.9098309659158194,-0.09349054408575327,-0.40431068700596684],[0.19236156461773962,-0.9583093809050834,-0.21128217844184266]]",,,,non_finite_or_wrong_shape,7419599,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":481,""native_setup_ns"":9409,""native_solve_ns"":5012982,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[3.916166804966068,-2.056778347383244,1.0104375733574948,0.5158112578210883,-0.42564918104718974,3.4486727723129236],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.004323689679718956,""orientation_error"":0.014360216695550512,""total_latency_ns"":5245467,""conversion_ns"":3416,""bounds_setup_ns"":23257,""solve_ns"":5012982,""verification_ns"":176004,""accounting_remainder_ns"":29808,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[3.853234951894273,-2.119710200455039,0.9475057202856991,0.45287940474929245,-0.48858103411898557,3.3857409192411283],""upper"":[3.9790986580378633,-1.9938464943114482,1.0733694264292906,0.578743110892884,-0.3627173279753939,3.511604625384719],""seed_q"":[3.916166804966068,-2.056778347383244,1.0104375733574948,0.5158112578210883,-0.42564918104718974,3.4486727723129236],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""phase"":""joint"",""phase_update"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.002067641,""primal_residual"":0.6260121961234202,""dual_residual"":0.5957619347385003,""build_ns"":190995,""solve_ns"":57602,""affine_tau"":-0.490280322888964,""variables"":85,""sparse_nonzeros"":1011,""updates"":3095}]"
ur5e,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,trajectory_17,pink_qp,1,near_singular,73,"[-4.281495638922811,-3.0379994646060005,2.690243367178409,5.3425256236111185,0.0026527079272355104,-3.455325003732475]","[-0.22896134247095953,-0.05903745519610541,0.3101480360399678]","[[0.01116807877260207,-0.4138607791254421,-0.9102716789608534],[-0.033287147856287704,0.9096700378916924,-0.41399563759745106],[0.9993834298226694,0.03492388385916315,-0.0036169783064166757]]","[-4.286408762368406,-3.0264655899332826,2.681262720679826,5.4000424405474075,-0.0037224200801888934,-3.518960857953669]",0.00019537502331334766,0.0004037931034406353,internal_nonconvergence+velocity_limit,957700,,maximum iterations reached
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,trajectory_02,tar_corrected,0,smooth,31,"[3.915529693694114,-2.056379192479368,1.0095452995568561,0.5158112578213934,-0.42754320121842776,3.4497370143595734]","[0.15176318819029755,-0.16972938711180202,0.7708480634486129]","[[-0.367701838339846,-0.2700049048366814,0.8898835370123621],[-0.9098309659158194,-0.09349054408575327,-0.40431068700596684],[0.19236156461773962,-0.9583093809050834,-0.21128217844184266]]",,,,non_finite_or_wrong_shape,7381372,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":490,""native_setup_ns"":9561,""native_solve_ns"":5014744,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[3.915529693694114,-2.056379192479368,1.0095452995568561,0.5158112578213934,-0.42754320121842776,3.4497370143595734],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.004414260967102551,""orientation_error"":0.015162651389308196,""total_latency_ns"":5195046,""conversion_ns"":3487,""bounds_setup_ns"":23808,""solve_ns"":5014744,""verification_ns"":127094,""accounting_remainder_ns"":25913,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[3.8525978406223187,-2.1193110455511635,0.9466134464850604,0.45287940474959754,-0.4904750542902236,3.386805161287778],""upper"":[3.9784615467659092,-1.9934473394075725,1.0724771526286518,0.5787431108931891,-0.36461134814663193,3.5126688674313686],""seed_q"":[3.915529693694114,-2.056379192479368,1.0095452995568561,0.5158112578213934,-0.42754320121842776,3.4497370143595734],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""phase"":""joint"",""phase_update"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.00222497,""primal_residual"":0.6253131304503946,""dual_residual"":0.5936988566717581,""build_ns"":191610,""solve_ns"":54055,""affine_tau"":-0.490280322888964,""variables"":85,""sparse_nonzeros"":1011,""updates"":3357}]"
ur5e,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,trajectory_38,pink_qp,2,high_curvature,77,"[2.450420515534097,1.0354765466516107,1.291779128253633,1.4343853766209158,-2.8592467301471394,1.131248096856852]","[-0.04381326850673338,-0.014501902314038195,-0.42076445987733185]","[[0.7330040528339873,-0.5122751977543765,0.4475256197075912],[-0.4676886975406432,0.09818740396926035,0.878422743270297],[-0.49393556332955624,-0.8531901051157894,-0.1676135549734039]]","[2.4651934636929735,1.0334415477980525,1.3182176429577586,1.4769067342140672,-2.874761657804875,1.1941799499286476]",0.0015130008676266034,0.0030930768202050425,position_tolerance,666071,,solved
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,trajectory_02,tar_old,2,smooth,31,"[3.910481849759496,-2.0577462929482393,1.0095134150920555,0.5213279117186802,-0.4295062873800871,3.4406091361183595]","[0.15176318819029755,-0.16972938711180202,0.7708480634486129]","[[-0.367701838339846,-0.2700049048366814,0.8898835370123621],[-0.9098309659158194,-0.09349054408575327,-0.40431068700596684],[0.19236156461773962,-0.9583093809050834,-0.21128217844184266]]",,,,non_finite_or_wrong_shape,7005796,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":534,""native_setup_ns"":9520,""native_solve_ns"":5009844,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[3.910481849759496,-2.0577462929482393,1.0095134150920555,0.5213279117186802,-0.4295062873800871,3.4406091361183595],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.004272992078820611,""orientation_error"":0.010558198330198183,""total_latency_ns"":5201424,""conversion_ns"":3619,""bounds_setup_ns"":22917,""solve_ns"":5009844,""verification_ns"":138203,""accounting_remainder_ns"":26841,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[3.8475499966877007,-2.1206781460200346,0.9465815620202598,0.4583960586468844,-0.49243814045188294,3.3776772830465642],""upper"":[3.9734137028312912,-1.9948144398764436,1.0724452681638512,0.5842597647904759,-0.3665744343082913,3.5035409891901548],""seed_q"":[3.910481849759496,-2.0577462929482393,1.0095134150920555,0.5213279117186802,-0.4295062873800871,3.4406091361183595],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.011560211,""primal_residual"":0.6701872581211604,""dual_residual"":0.38366390973878184,""build_ns"":191701,""solve_ns"":54001,""affine_tau"":-0.7850081001755596,""variables"":85,""sparse_nonzeros"":1011,""updates"":19820}]"
ur5e,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,trajectory_17,pink_qp,2,near_singular,73,"[-4.281495638922811,-3.0379994646060005,2.690243367178409,5.3425256236111185,0.0026527079272355104,-3.455325003732475]","[-0.22896134247095953,-0.05903745519610541,0.3101480360399678]","[[0.01116807877260207,-0.4138607791254421,-0.9102716789608534],[-0.033287147856287704,0.9096700378916924,-0.41399563759745106],[0.9993834298226694,0.03492388385916315,-0.0036169783064166757]]","[-4.286408762368406,-3.0264655899332826,2.681262720679826,5.4000424405474075,-0.0037224200801888934,-3.518960857953669]",0.00019537502331334766,0.0004037931034406353,internal_nonconvergence+velocity_limit,967386,,maximum iterations reached
ur5e,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,trajectory_38,pink_qp,0,high_curvature,77,"[2.450420515534097,1.0354765466516107,1.291779128253633,1.4343853766209158,-2.8592467301471394,1.131248096856852]","[-0.04381326850673338,-0.014501902314038195,-0.42076445987733185]","[[0.7330040528339873,-0.5122751977543765,0.4475256197075912],[-0.4676886975406432,0.09818740396926035,0.878422743270297],[-0.49393556332955624,-0.8531901051157894,-0.1676135549734039]]","[2.4651934636929735,1.0334415477980525,1.3182176429577586,1.4769067342140672,-2.874761657804875,1.1941799499286476]",0.0015130008676266034,0.0030930768202050425,position_tolerance,687942,,solved
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,trac_task_5ms,2,near_singular,125,"[6.283185307179585,-5.458556823720747,1.6185741021243083,-4.665202283723999,1.4514641041196028,-5.145235242564013]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]","[6.283185307179585,-5.458556823720747,1.6185741021243083,-4.665202283723999,1.4514641041196028,-5.145235242564013]",0.001885378305029294,0.0072206354835536056,internal_nonconvergence+position_tolerance,5245393,,
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,trac_task_5ms,0,near_singular,125,"[6.2816519066642895,-5.458343556072061,1.6179178899633349,-4.665867246607242,1.451867596866106,-5.140503572342159]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]","[6.2816519066642895,-5.458343556072061,1.6179178899633349,-4.665867246607242,1.451867596866106,-5.140503572342159]",0.001946884479605929,0.005928120731781836,internal_nonconvergence+position_tolerance,5273570,,
